transaction_id,customer_id,amount,transaction_date,transaction_type,status,payment_method
TXN00884,CUST0106,-379.69,2024-08-01,Downgrade,Completed,Credit Card
TXN00885,CUST0107,10597.32,2025-10-21,One-time Add-on,Completed,Wire Transfer
TXN00886,CUST0107,-1556.29,2025-03-15,Downgrade,Completed,Invoice
TXN00887,CUST0107,1903.35,2024-05-03,Upgrade,Completed,ACH
TXN00888,CUST0107,9908.33,2024-09-01,Subscription,Completed,Wire Transfer
TXN00889,CUST0107,-3463.31,2025-07-07,Downgrade,Pending,Wire Transfer
TXN00890,CUST0107,-1562.34,2025-03-19,Downgrade,Failed,Credit Card
TXN00891,CUST0107,14730.67,2025-04-13,Subscription,Completed,ACH
TXN00892,CUST0107,-3559.94,2024-09-05,Downgrade,Completed,Wire Transfer
TXN00893,CUST0108,-98.91,2025-06-18,Downgrade,Completed,Credit Card
TXN00894,CUST0108,-133.45,2025-05-19,Downgrade,Completed,ACH
TXN00895,CUST0108,553.72,2025-02-19,Subscription,Completed,Credit Card
TXN00896,CUST0108,-170.63,2025-06-12,Refund,Completed,Invoice
TXN00897,CUST0108,-77.55,2025-10-16,Refund,Completed,ACH
TXN00898,CUST0108,525.2,2024-06-26,Subscription,Completed,Invoice
TXN00899,CUST0108,-159.57,2025-01-09,Refund,Pending,ACH
TXN00900,CUST0108,-43.34,2025-09-11,Downgrade,Completed,Wire Transfer
TXN00901,CUST0108,503.88,2025-03-03,One-time Add-on,Completed,Wire Transfer
TXN00902,CUST0108,-112.83,2025-06-30,Downgrade,Pending,Credit Card
TXN00903,CUST0108,-157.03,2024-08-14,Refund,Completed,ACH
TXN00904,CUST0108,-89.16,2024-11-04,Refund,Completed,Wire Transfer
TXN00905,CUST0109,-642.97,2023-05-13,Downgrade,Completed,Invoice
TXN00906,CUST0109,-2725.63,2025-05-13,Downgrade,Completed,ACH
TXN00907,CUST0109,2227.15,2023-05-30,Upgrade,Completed,Invoice
TXN00908,CUST0109,15047.47,2023-06-10,One-time Add-on,Completed,ACH
TXN00909,CUST0110,13060.71,2024-09-10,Subscription,Completed,ACH
TXN00910,CUST0110,-1901.97,2024-11-09,Downgrade,Pending,Credit Card
TXN00911,CUST0110,9878.05,2025-11-30,Renewal,Completed,Credit Card
TXN00912,CUST0110,11124.04,2024-11-27,Subscription,Completed,Invoice
TXN00913,CUST0110,-4527.16,2025-06-28,Refund,Completed,Wire Transfer
TXN00914,CUST0110,-3478.78,2024-02-25,Refund,Failed,Credit Card
TXN00915,CUST0111,328.74,2025-01-27,Subscription,Completed,Wire Transfer
TXN00916,CUST0111,-82.76,2024-12-21,Downgrade,Completed,Wire Transfer
TXN00917,CUST0111,-159.47,2024-08-25,Refund,Failed,ACH
TXN00918,CUST0111,-99.0,2024-08-15,Refund,Completed,Wire Transfer
TXN00919,CUST0111,277.19,2024-07-15,Subscription,Completed,Invoice
TXN00920,CUST0111,280.31,2025-08-23,Renewal,Completed,Wire Transfer
TXN00921,CUST0111,327.74,2025-07-28,Renewal,Completed,Invoice
TXN00922,CUST0112,-157.93,2024-11-02,Refund,Failed,Wire Transfer
TXN00923,CUST0112,-256.86,2023-09-23,Refund,Completed,Wire Transfer
TXN00924,CUST0112,-135.33,2025-07-31,Downgrade,Completed,Credit Card
TXN00925,CUST0112,-355.55,2024-08-27,Downgrade,Pending,Invoice
TXN00926,CUST0112,-569.84,2025-07-11,Refund,Completed,Wire Transfer
TXN00927,CUST0112,1354.4,2025-05-19,Renewal,Completed,Credit Card
TXN00928,CUST0112,-311.15,2024-01-14,Downgrade,Completed,Invoice
TXN00929,CUST0112,-360.53,2024-02-25,Downgrade,Completed,ACH
TXN00930,CUST0112,1083.96,2024-05-12,Renewal,Pending,Credit Card
TXN00931,CUST0112,-372.49,2023-12-23,Downgrade,Completed,Wire Transfer
TXN00932,CUST0112,234.92,2024-10-02,Upgrade,Completed,Invoice
TXN00933,CUST0112,1331.19,2025-07-23,Subscription,Pending,Invoice
TXN00934,CUST0113,1830.91,2024-09-06,Renewal,Completed,Credit Card
TXN00935,CUST0113,-433.31,2024-09-27,Downgrade,Completed,Invoice
TXN00936,CUST0113,-393.61,2025-12-19,Downgrade,Completed,Credit Card
TXN00937,CUST0113,1318.57,2024-06-12,Subscription,Completed,ACH
TXN00938,CUST0113,1478.66,2023-06-20,One-time Add-on,Completed,Invoice
TXN00939,CUST0114,10841.04,2025-03-24,Subscription,Completed,Invoice
TXN00940,CUST0114,4274.71,2025-05-20,Upgrade,Completed,ACH
TXN00941,CUST0114,-3167.61,2025-07-09,Refund,Completed,Invoice
TXN00942,CUST0114,11938.94,2024-10-20,One-time Add-on,Completed,Wire Transfer
TXN00943,CUST0115,-342.16,2024-11-08,Refund,Completed,ACH
TXN00944,CUST0115,-72.01,2025-10-13,Refund,Completed,Credit Card
TXN00945,CUST0115,-417.91,2023-08-03,Refund,Completed,ACH
TXN00946,CUST0115,527.45,2024-10-29,Upgrade,Completed,Wire Transfer
TXN00947,CUST0115,-185.0,2022-11-28,Refund,Completed,ACH
TXN00948,CUST0115,-83.69,2025-12-24,Refund,Completed,ACH
TXN00949,CUST0115,-301.15,2024-10-14,Refund,Failed,ACH
TXN00950,CUST0116,-993.16,2025-11-30,Downgrade,Completed,Wire Transfer
TXN00951,CUST0116,-502.34,2025-06-22,Downgrade,Completed,Wire Transfer
TXN00952,CUST0116,-3171.99,2024-12-03,Refund,Completed,ACH
TXN00953,CUST0116,8474.02,2025-04-14,One-time Add-on,Completed,Wire Transfer
TXN00954,CUST0117,1194.75,2025-12-22,Renewal,Completed,Invoice
TXN00955,CUST0117,1024.43,2024-12-15,Renewal,Completed,ACH
TXN00956,CUST0117,1095.11,2025-12-18,Subscription,Completed,Credit Card
TXN00957,CUST0117,-333.32,2024-07-21,Downgrade,Completed,ACH
TXN00958,CUST0117,1092.03,2024-04-18,Subscription,Completed,Credit Card
TXN00959,CUST0117,1228.56,2024-06-20,One-time Add-on,Completed,ACH
TXN00960,CUST0117,-263.91,2025-11-24,Refund,Completed,ACH
TXN00961,CUST0117,-145.65,2025-04-02,Downgrade,Completed,ACH
TXN00962,CUST0117,-248.76,2025-12-20,Refund,Completed,Credit Card
TXN00963,CUST0117,-252.32,2025-06-09,Refund,Completed,Invoice
TXN00964,CUST0117,982.82,2025-03-03,Subscription,Completed,Invoice
TXN00965,CUST0118,1046.28,2023-07-15,Subscription,Failed,Invoice
TXN00966,CUST0118,-389.57,2023-10-23,Refund,Completed,ACH
TXN00967,CUST0118,-303.33,2024-06-05,Downgrade,Completed,Wire Transfer
TXN00968,CUST0118,849.14,2025-06-24,Renewal,Completed,ACH
TXN00969,CUST0118,-59.0,2024-07-19,Refund,Completed,Invoice
TXN00970,CUST0118,1147.51,2022-08-19,One-time Add-on,Completed,Credit Card
TXN00971,CUST0118,-458.93,2023-06-09,Refund,Completed,ACH
TXN00972,CUST0118,989.81,2022-04-21,One-time Add-on,Completed,Credit Card
TXN00973,CUST0118,892.33,2022-12-30,One-time Add-on,Completed,Wire Transfer
TXN00974,CUST0118,1205.26,2022-06-21,Subscription,Completed,Wire Transfer
TXN00975,CUST0118,980.03,2025-04-29,Renewal,Pending,Credit Card
TXN00976,CUST0118,119.79,2023-09-01,Upgrade,Pending,Wire Transfer
TXN00977,CUST0119,1368.44,2025-07-24,Renewal,Completed,Wire Transfer
TXN00978,CUST0119,1427.3,2025-12-05,Renewal,Completed,Credit Card
TXN00979,CUST0119,1161.88,2024-05-24,Subscription,Completed,ACH
TXN00980,CUST0119,1355.16,2023-10-26,One-time Add-on,Completed,Wire Transfer
TXN00981,CUST0119,-431.95,2023-10-15,Refund,Completed,Wire Transfer
TXN00982,CUST0119,-282.02,2024-07-11,Downgrade,Completed,Invoice
TXN00983,CUST0119,491.99,2023-07-14,Upgrade,Pending,ACH
TXN00984,CUST0119,1396.31,2024-03-17,Subscription,Completed,ACH
TXN00985,CUST0119,1411.05,2025-02-25,One-time Add-on,Completed,ACH
TXN00986,CUST0119,1230.0,2025-06-02,Renewal,Completed,Invoice
TXN00987,CUST0119,1193.43,2023-03-19,One-time Add-on,Completed,Credit Card
TXN00988,CUST0119,1236.9,2025-05-07,Subscription,Completed,Wire Transfer
TXN00989,CUST0120,1907.63,2023-04-29,Renewal,Completed,ACH
TXN00990,CUST0120,2334.76,2024-08-17,Subscription,Completed,Wire Transfer
TXN00991,CUST0120,-154.98,2025-10-21,Downgrade,Completed,Wire Transfer
TXN00992,CUST0120,719.43,2025-08-06,Upgrade,Pending,ACH
TXN00993,CUST0120,-199.62,2024-04-15,Downgrade,Completed,Invoice
TXN00994,CUST0120,1785.07,2025-03-06,One-time Add-on,Completed,ACH
TXN00995,CUST0120,1995.85,2023-03-19,Renewal,Completed,Credit Card
TXN00996,CUST0120,-826.57,2024-07-31,Refund,Completed,Invoice
TXN00997,CUST0121,-135.32,2024-07-25,Downgrade,Completed,Wire Transfer
TXN00998,CUST0121,-82.2,2024-10-28,Downgrade,Completed,ACH
TXN00999,CUST0121,-202.84,2024-11-27,Refund,Pending,Invoice
TXN01000,CUST0121,480.88,2024-12-05,Subscription,Completed,ACH
TXN01001,CUST0121,470.05,2024-04-24,Renewal,Completed,Wire Transfer
TXN01002,CUST0121,-115.03,2025-08-09,Downgrade,Completed,Invoice
TXN01003,CUST0121,535.23,2025-12-13,One-time Add-on,Completed,Invoice
TXN01004,CUST0121,-227.79,2025-06-30,Refund,Pending,Credit Card
TXN01005,CUST0121,477.52,2025-03-10,Subscription,Pending,Credit Card
TXN01006,CUST0121,-145.19,2025-03-30,Refund,Completed,Credit Card
TXN01007,CUST0121,-132.86,2025-10-02,Downgrade,Completed,ACH
TXN01008,CUST0122,5212.68,2023-01-24,Upgrade,Completed,Credit Card
TXN01009,CUST0122,-1731.81,2025-01-05,Downgrade,Completed,Credit Card
TXN01010,CUST0122,-1531.38,2024-07-16,Refund,Completed,Credit Card
TXN01011,CUST0122,3507.91,2024-04-09,Upgrade,Completed,Credit Card
TXN01012,CUST0122,-1248.44,2025-10-31,Downgrade,Completed,Credit Card
TXN01013,CUST0122,13629.0,2025-03-29,One-time Add-on,Completed,Credit Card
TXN01014,CUST0123,1914.39,2025-02-18,Upgrade,Completed,ACH
TXN01015,CUST0123,820.62,2025-05-04,Upgrade,Completed,ACH
TXN01016,CUST0123,7970.59,2024-06-13,One-time Add-on,Completed,Credit Card
TXN01017,CUST0123,6833.52,2025-07-31,Subscription,Completed,ACH
TXN01018,CUST0123,-1137.88,2025-07-13,Downgrade,Completed,ACH
TXN01019,CUST0123,1137.09,2025-09-19,Upgrade,Completed,Invoice
TXN01020,CUST0123,7461.54,2024-08-31,Renewal,Completed,Wire Transfer
TXN01021,CUST0123,6941.1,2024-10-08,Subscription,Completed,Invoice
TXN01022,CUST0123,-1345.91,2025-05-24,Refund,Completed,ACH
TXN01023,CUST0123,-3895.81,2025-07-22,Refund,Completed,Invoice
TXN01024,CUST0123,-1980.94,2025-10-03,Downgrade,Completed,Wire Transfer
TXN01025,CUST0124,-1034.81,2024-10-13,Refund,Completed,Invoice
TXN01026,CUST0124,2641.36,2024-04-07,Subscription,Completed,ACH
TXN01027,CUST0124,669.79,2024-04-19,Upgrade,Completed,ACH
TXN01028,CUST0124,-934.87,2024-02-26,Refund,Completed,Credit Card
TXN01029,CUST0124,-273.2,2024-09-09,Downgrade,Completed,Invoice
TXN01030,CUST0124,1922.29,2024-06-05,One-time Add-on,Completed,ACH
TXN01031,CUST0124,2557.85,2024-06-22,Subscription,Failed,ACH
TXN01032,CUST0124,2209.31,2024-09-06,Renewal,Completed,Credit Card
TXN01033,CUST0124,1947.91,2024-10-14,One-time Add-on,Failed,ACH
TXN01034,CUST0124,1904.25,2024-05-27,Subscription,Completed,ACH
TXN01035,CUST0125,2482.38,2024-06-08,Subscription,Completed,Credit Card
TXN01036,CUST0125,-429.89,2024-04-22,Downgrade,Completed,ACH
TXN01037,CUST0125,641.43,2023-11-12,Upgrade,Completed,Invoice
TXN01038,CUST0125,2186.2,2025-01-17,Subscription,Completed,Wire Transfer
TXN01039,CUST0125,912.31,2025-11-19,Upgrade,Completed,Credit Card
TXN01040,CUST0125,1898.01,2023-10-02,Subscription,Completed,Wire Transfer
TXN01041,CUST0126,-299.25,2023-06-14,Downgrade,Completed,Invoice
TXN01042,CUST0126,1194.92,2023-03-03,Upgrade,Completed,Wire Transfer
TXN01043,CUST0126,2661.36,2022-12-18,Subscription,Completed,ACH
TXN01044,CUST0126,988.47,2023-07-31,Upgrade,Completed,Wire Transfer
TXN01045,CUST0126,-380.16,2023-04-26,Refund,Completed,Credit Card
TXN01046,CUST0126,2622.08,2022-12-12,Renewal,Completed,Credit Card
TXN01047,CUST0126,2696.97,2023-03-09,Renewal,Pending,Credit Card
TXN01048,CUST0127,2778.13,2025-11-23,Upgrade,Completed,ACH
TXN01049,CUST0127,-1010.0,2025-10-11,Refund,Completed,Invoice
TXN01050,CUST0127,-1627.53,2025-10-19,Refund,Completed,Wire Transfer
TXN01051,CUST0127,-2612.84,2025-07-17,Downgrade,Completed,Invoice
TXN01052,CUST0127,-1948.94,2025-02-14,Downgrade,Pending,Credit Card
TXN01053,CUST0127,11456.3,2025-04-06,One-time Add-on,Failed,Wire Transfer
TXN01054,CUST0127,10381.49,2025-02-03,One-time Add-on,Failed,ACH
TXN01055,CUST0127,-2785.47,2025-08-02,Downgrade,Completed,Credit Card
TXN01056,CUST0127,-2993.38,2025-04-05,Downgrade,Completed,Invoice
TXN01057,CUST0127,11442.92,2025-08-04,One-time Add-on,Completed,ACH
TXN01058,CUST0127,13058.08,2025-10-30,Renewal,Completed,Invoice
TXN01059,CUST0127,-4551.48,2025-09-25,Refund,Completed,ACH
TXN01060,CUST0128,140.24,2025-03-15,Upgrade,Completed,Credit Card
TXN01061,CUST0128,400.67,2024-09-17,Renewal,Completed,Wire Transfer
TXN01062,CUST0128,396.93,2025-10-25,Renewal,Completed,ACH
TXN01063,CUST0128,443.11,2025-12-28,Renewal,Completed,Wire Transfer
TXN01064,CUST0128,519.62,2024-12-27,One-time Add-on,Completed,Wire Transfer
TXN01065,CUST0128,421.04,2025-03-29,Renewal,Completed,Wire Transfer
TXN01066,CUST0128,459.08,2025-12-23,Subscription,Completed,Wire Transfer
TXN01067,CUST0128,-212.67,2023-10-31,Refund,Completed,Credit Card
TXN01068,CUST0129,13299.99,2024-10-29,Subscription,Completed,Wire Transfer
TXN01069,CUST0129,10777.15,2024-11-09,One-time Add-on,Completed,Wire Transfer
TXN01070,CUST0129,12611.5,2024-05-21,Renewal,Completed,Invoice
TXN01071,CUST0129,-1318.11,2024-03-24,Downgrade,Completed,Wire Transfer
TXN01072,CUST0129,-896.68,2024-03-20,Downgrade,Completed,ACH
TXN01073,CUST0129,12552.85,2024-04-04,Renewal,Pending,ACH
TXN01074,CUST0129,11285.2,2024-05-28,Subscription,Pending,Invoice
TXN01075,CUST0129,10109.34,2024-11-11,Renewal,Completed,ACH
TXN01076,CUST0129,-5926.93,2024-08-24,Refund,Completed,ACH
TXN01077,CUST0129,10257.24,2024-01-11,One-time Add-on,Completed,Credit Card
TXN01078,CUST0129,-5710.67,2024-01-11,Refund,Completed,Credit Card
TXN01079,CUST0129,14355.14,2024-05-21,Renewal,Completed,Credit Card
TXN01080,CUST0130,-5232.73,2025-04-28,Refund,Completed,Credit Card
TXN01081,CUST0130,12667.78,2023-06-02,Renewal,Completed,Invoice
TXN01082,CUST0130,2971.09,2023-03-14,Upgrade,Completed,Credit Card
TXN01083,CUST0130,-1744.04,2025-05-01,Refund,Completed,Credit Card
TXN01084,CUST0130,12995.74,2022-07-14,Subscription,Completed,Invoice
TXN01085,CUST0131,376.43,2025-02-09,Renewal,Completed,ACH
TXN01086,CUST0131,-102.34,2025-05-10,Refund,Pending,Invoice
TXN01087,CUST0131,-42.96,2025-03-09,Downgrade,Completed,Credit Card
TXN01088,CUST0131,60.68,2025-04-22,Upgrade,Completed,Wire Transfer
TXN01089,CUST0131,484.4,2025-03-02,Subscription,Completed,Wire Transfer
TXN01090,CUST0131,-127.6,2025-03-27,Refund,Pending,Wire Transfer
TXN01091,CUST0132,451.05,2025-07-08,Subscription,Completed,Wire Transfer
TXN01092,CUST0132,-208.34,2025-05-26,Refund,Completed,ACH
TXN01093,CUST0132,460.81,2025-12-12,Renewal,Completed,Invoice
TXN01094,CUST0132,511.97,2025-02-14,Subscription,Pending,Wire Transfer
TXN01095,CUST0132,461.37,2025-03-26,Subscription,Completed,Invoice
TXN01096,CUST0132,147.8,2025-07-10,Upgrade,Completed,Invoice
TXN01097,CUST0132,-116.11,2025-11-15,Refund,Completed,ACH
TXN01098,CUST0132,-93.01,2025-07-26,Downgrade,Completed,Invoice
TXN01099,CUST0133,353.54,2024-11-02,Renewal,Completed,Invoice
TXN01100,CUST0133,411.66,2024-10-23,One-time Add-on,Completed,ACH
TXN01101,CUST0133,331.39,2025-04-21,Subscription,Completed,Credit Card
TXN01102,CUST0133,366.78,2024-05-08,One-time Add-on,Completed,Credit Card
TXN01103,CUST0133,90.57,2023-07-03,Upgrade,Completed,ACH
TXN01104,CUST0133,-31.89,2024-02-28,Downgrade,Completed,Invoice
TXN01105,CUST0133,419.25,2024-01-06,Renewal,Completed,ACH
TXN01106,CUST0133,-145.26,2023-08-31,Refund,Completed,Credit Card
TXN01107,CUST0133,-52.97,2025-04-14,Downgrade,Completed,Credit Card
TXN01108,CUST0133,425.58,2024-09-02,One-time Add-on,Completed,Wire Transfer
TXN01109,CUST0133,332.85,2023-09-24,Subscription,Completed,Invoice
TXN01110,CUST0133,366.17,2023-10-03,Renewal,Completed,Wire Transfer
TXN01111,CUST0134,-108.72,2025-03-31,Refund,Completed,Credit Card
TXN01112,CUST0134,386.45,2025-01-26,Subscription,Pending,Credit Card
TXN01113,CUST0134,448.72,2025-07-08,Renewal,Completed,Invoice
TXN01114,CUST0134,-84.49,2025-08-16,Downgrade,Completed,Wire Transfer
TXN01115,CUST0134,434.45,2025-08-31,Renewal,Completed,Credit Card
TXN01116,CUST0134,-131.97,2025-05-27,Downgrade,Completed,ACH
TXN01117,CUST0134,368.54,2025-03-26,One-time Add-on,Completed,Credit Card
TXN01118,CUST0134,-131.54,2025-10-25,Refund,Completed,Invoice
TXN01119,CUST0134,-40.87,2025-10-30,Downgrade,Completed,Invoice
TXN01120,CUST0134,64.24,2024-12-10,Upgrade,Completed,Wire Transfer
TXN01121,CUST0134,409.09,2024-09-16,Renewal,Completed,Credit Card
TXN01122,CUST0135,1934.81,2025-11-12,Subscription,Completed,ACH
TXN01123,CUST0135,1572.5,2025-11-23,Subscription,Completed,Credit Card
TXN01124,CUST0135,-107.78,2025-11-04,Downgrade,Completed,Wire Transfer
TXN01125,CUST0135,703.08,2025-06-15,Upgrade,Pending,ACH
TXN01126,CUST0135,-406.09,2025-09-01,Downgrade,Failed,Credit Card
TXN01127,CUST0135,-481.03,2025-09-05,Downgrade,Completed,ACH
TXN01128,CUST0135,1962.57,2025-06-19,One-time Add-on,Completed,Credit Card
TXN01129,CUST0136,1757.93,2023-07-06,Renewal,Completed,Credit Card
TXN01130,CUST0136,1839.92,2023-11-27,Renewal,Completed,ACH
TXN01131,CUST0136,1961.03,2025-06-02,One-time Add-on,Completed,Wire Transfer
TXN01132,CUST0136,1532.91,2025-02-11,Renewal,Completed,Invoice
TXN01133,CUST0136,-645.5,2022-10-30,Refund,Completed,ACH
TXN01134,CUST0136,1682.25,2023-01-10,Renewal,Failed,Credit Card
TXN01135,CUST0136,1812.94,2022-09-09,Renewal,Completed,Credit Card
TXN01136,CUST0136,1608.79,2025-05-27,Subscription,Completed,Wire Transfer
TXN01137,CUST0137,2045.01,2023-02-02,Upgrade,Completed,Credit Card
TXN01138,CUST0137,-2398.89,2023-09-17,Refund,Completed,Invoice
TXN01139,CUST0137,-1314.91,2024-02-22,Downgrade,Completed,Credit Card
TXN01140,CUST0137,-370.51,2025-11-23,Downgrade,Completed,Invoice
TXN01141,CUST0137,7217.79,2024-12-31,One-time Add-on,Completed,Wire Transfer
TXN01142,CUST0137,7304.15,2025-07-31,One-time Add-on,Completed,Invoice
TXN01143,CUST0138,792.49,2024-09-23,Upgrade,Failed,Credit Card
TXN01144,CUST0138,-705.13,2024-06-14,Refund,Completed,Credit Card
TXN01145,CUST0138,1610.18,2024-07-09,Subscription,Completed,Invoice
TXN01146,CUST0138,1678.76,2024-06-18,Renewal,Completed,Credit Card
TXN01147,CUST0138,-293.69,2024-08-28,Downgrade,Completed,Invoice
TXN01148,CUST0138,1532.58,2024-06-27,Subscription,Completed,Invoice
TXN01149,CUST0138,1688.11,2024-09-18,Renewal,Completed,Wire Transfer
TXN01150,CUST0138,1899.53,2024-10-02,Renewal,Completed,Wire Transfer
TXN01151,CUST0138,1789.02,2024-09-24,Subscription,Pending,ACH
TXN01152,CUST0138,575.14,2024-07-24,Upgrade,Failed,Invoice
TXN01153,CUST0138,730.74,2024-06-15,Upgrade,Failed,ACH
TXN01154,CUST0138,2016.02,2024-06-13,Renewal,Pending,Invoice
TXN01155,CUST0139,-74.81,2025-04-01,Refund,Completed,Wire Transfer
TXN01156,CUST0139,350.97,2025-09-04,Subscription,Completed,Invoice
TXN01157,CUST0139,-175.82,2025-02-21,Refund,Completed,Credit Card
TXN01158,CUST0139,-51.73,2024-10-19,Downgrade,Completed,ACH
TXN01159,CUST0139,182.01,2025-02-05,Upgrade,Completed,ACH
TXN01160,CUST0139,177.53,2025-10-07,Upgrade,Completed,Credit Card
TXN01161,CUST0139,415.77,2025-02-05,Subscription,Completed,ACH
TXN01162,CUST0139,-188.96,2025-06-13,Refund,Pending,Wire Transfer
TXN01163,CUST0140,-3509.99,2022-06-06,Downgrade,Completed,Wire Transfer
TXN01164,CUST0140,-2545.8,2022-06-01,Refund,Completed,Credit Card
TXN01165,CUST0140,13048.05,2022-07-14,Renewal,Completed,Credit Card
TXN01166,CUST0140,13599.91,2022-05-22,Renewal,Completed,ACH
TXN01167,CUST0141,1467.6,2023-12-10,Upgrade,Completed,Credit Card
TXN01168,CUST0141,849.7,2024-10-21,Upgrade,Pending,Credit Card
TXN01169,CUST0141,-3986.33,2025-07-12,Refund,Completed,Wire Transfer
TXN01170,CUST0141,7743.48,2024-09-14,One-time Add-on,Failed,Wire Transfer
TXN01171,CUST0141,7848.73,2023-05-14,Renewal,Completed,ACH
TXN01172,CUST0141,-1160.24,2025-10-09,Downgrade,Completed,Invoice
TXN01173,CUST0141,-2494.34,2024-04-26,Refund,Pending,Credit Card
TXN01174,CUST0141,6670.27,2023-03-22,Subscription,Completed,Invoice
TXN01175,CUST0141,-1895.18,2023-04-24,Downgrade,Completed,Credit Card
TXN01176,CUST0141,8239.47,2025-03-21,One-time Add-on,Completed,Wire Transfer
TXN01177,CUST0142,13915.55,2024-12-18,Renewal,Completed,Credit Card
TXN01178,CUST0142,-3603.54,2024-12-02,Downgrade,Completed,Invoice
TXN01179,CUST0142,-4423.64,2025-07-12,Refund,Completed,Credit Card
TXN01180,CUST0142,12565.93,2025-06-03,Renewal,Completed,Wire Transfer
TXN01181,CUST0142,-2735.19,2025-03-26,Downgrade,Completed,Invoice
TXN01182,CUST0142,10153.96,2024-06-18,Subscription,Completed,Wire Transfer
TXN01183,CUST0142,14828.99,2025-04-24,Renewal,Failed,ACH
TXN01184,CUST0142,-1229.82,2025-12-06,Downgrade,Completed,Credit Card
TXN01185,CUST0142,-1030.03,2025-12-28,Downgrade,Completed,ACH
TXN01186,CUST0142,3844.99,2025-07-02,Upgrade,Completed,Credit Card
TXN01187,CUST0143,1215.09,2025-07-21,Subscription,Completed,Wire Transfer
TXN01188,CUST0143,1361.59,2025-08-15,Renewal,Completed,Credit Card
TXN01189,CUST0143,-61.05,2024-11-18,Downgrade,Completed,ACH
TXN01190,CUST0143,1250.25,2024-11-19,One-time Add-on,Pending,Credit Card
TXN01191,CUST0143,-65.02,2025-08-24,Downgrade,Completed,Invoice
TXN01192,CUST0143,-459.95,2025-09-25,Refund,Completed,ACH
TXN01193,CUST0144,2113.47,2024-12-12,One-time Add-on,Completed,Invoice
TXN01194,CUST0144,-95.54,2025-02-18,Refund,Completed,ACH
TXN01195,CUST0144,-916.7,2024-06-20,Refund,Completed,Credit Card
TXN01196,CUST0144,1579.4,2025-09-10,One-time Add-on,Completed,Wire Transfer
TXN01197,CUST0144,1545.7,2024-11-28,Subscription,Completed,ACH
TXN01198,CUST0144,1853.48,2025-07-02,Subscription,Completed,Credit Card
TXN01199,CUST0144,-117.16,2025-10-08,Refund,Completed,Invoice
TXN01200,CUST0144,-849.37,2025-04-14,Refund,Completed,ACH
TXN01201,CUST0145,13225.64,2023-07-07,Renewal,Completed,Credit Card
TXN01202,CUST0145,6184.7,2023-08-31,Upgrade,Completed,Credit Card
TXN01203,CUST0145,13633.55,2023-09-21,One-time Add-on,Pending,ACH
TXN01204,CUST0145,10059.9,2023-07-17,One-time Add-on,Completed,ACH
TXN01205,CUST0145,1813.97,2023-10-20,Upgrade,Completed,Wire Transfer
TXN01206,CUST0145,10360.27,2023-09-10,Renewal,Completed,ACH
TXN01207,CUST0145,3637.88,2023-11-16,Upgrade,Pending,Wire Transfer
TXN01208,CUST0145,-1864.73,2024-04-09,Refund,Completed,Invoice
TXN01209,CUST0146,-2302.29,2025-09-01,Downgrade,Completed,ACH
TXN01210,CUST0146,-621.33,2024-05-15,Downgrade,Completed,Wire Transfer
TXN01211,CUST0146,9694.57,2023-09-22,Renewal,Completed,Invoice
TXN01212,CUST0146,9016.21,2025-03-03,One-time Add-on,Completed,Credit Card
TXN01213,CUST0146,-819.95,2024-12-10,Downgrade,Completed,Credit Card
TXN01214,CUST0146,9483.49,2025-04-25,Renewal,Pending,Wire Transfer
TXN01215,CUST0146,2802.53,2025-02-03,Upgrade,Completed,Wire Transfer
TXN01216,CUST0146,6940.51,2025-01-10,Subscription,Completed,Invoice
TXN01217,CUST0146,1625.69,2023-11-02,Upgrade,Completed,Wire Transfer
TXN01218,CUST0146,9122.67,2024-11-17,Renewal,Completed,Wire Transfer
TXN01219,CUST0147,1606.19,2024-05-16,Renewal,Completed,ACH
TXN01220,CUST0147,1554.21,2024-09-12,Subscription,Completed,ACH
TXN01221,CUST0147,1484.15,2024-01-21,One-time Add-on,Completed,Credit Card
TXN01222,CUST0147,-372.38,2024-09-18,Refund,Completed,Wire Transfer
TXN01223,CUST0148,4424.89,2023-07-27,Renewal,Completed,Credit Card
TXN01224,CUST0148,-430.77,2023-12-31,Downgrade,Completed,Wire Transfer
TXN01225,CUST0148,-588.85,2025-10-09,Downgrade,Completed,Credit Card
TXN01226,CUST0148,6285.77,2025-09-08,Subscription,Completed,Invoice
TXN01227,CUST0148,6299.57,2022-08-31,One-time Add-on,Completed,Credit Card
TXN01228,CUST0148,-398.2,2022-11-06,Downgrade,Completed,Wire Transfer
TXN01229,CUST0148,2166.81,2023-12-31,Upgrade,Completed,Wire Transfer
TXN01230,CUST0148,4419.3,2025-03-24,One-time Add-on,Completed,Invoice
TXN01231,CUST0148,-2611.55,2025-03-23,Refund,Completed,Wire Transfer
TXN01232,CUST0149,1153.95,2024-11-22,Renewal,Completed,Credit Card
TXN01233,CUST0149,-523.93,2025-02-05,Refund,Completed,Credit Card
TXN01234,CUST0149,-640.43,2025-01-02,Refund,Completed,Credit Card
TXN01235,CUST0149,-618.01,2025-07-12,Refund,Completed,Credit Card
TXN01236,CUST0149,1660.72,2024-12-13,Subscription,Completed,Wire Transfer
TXN01237,CUST0150,-73.68,2025-06-15,Refund,Completed,Invoice
TXN01238,CUST0150,350.73,2025-05-27,Renewal,Completed,Invoice
TXN01239,CUST0150,-82.06,2025-08-01,Downgrade,Completed,ACH
