usage_id,customer_id,usage_date,feature,session_minutes,actions_count
USG02352,CUST0288,2025-11-04,Integrations,4.3,24
USG02353,CUST0152,2023-04-12,Analytics,12.4,55
USG02354,CUST0397,2024-06-22,Automation,115.1,6
USG02355,CUST0421,2024-04-21,Audit Logs,69.2,26
USG02356,CUST0266,2023-03-01,User Management,62.9,6
USG02357,CUST0313,2024-11-05,Audit Logs,7.6,68
USG02358,CUST0154,2023-07-17,Integrations,6.2,71
USG02359,CUST0256,2022-07-24,Reporting,19.4,68
USG02360,CUST0118,2023-04-02,Audit Logs,3.1,9
USG02361,CUST0333,2023-05-20,Analytics,12.3,45
USG02362,CUST0413,2023-04-24,Automation,64.9,34
USG02363,CUST0303,2024-09-15,Analytics,48.4,52
USG02364,CUST0415,2025-06-15,Automation,1.0,4
USG02365,CUST0146,2023-03-04,Notifications,0.3,65
USG02366,CUST0442,2024-10-08,User Management,33.8,35
USG02367,CUST0183,2025-09-21,API Access,0.3,67
USG02368,CUST0299,2024-02-01,Notifications,0.6,35
USG02369,CUST0364,2023-11-22,API Access,5.3,72
USG02370,CUST0194,2025-07-21,Bulk Import,14.0,62
USG02371,CUST0496,2022-12-19,Reporting,0.9,35
USG02372,CUST0184,2025-01-18,Dashboard,7.7,37
USG02373,CUST0072,2024-07-21,Audit Logs,18.8,34
USG02374,CUST0153,2025-04-23,Bulk Import,4.8,16
USG02375,CUST0409,2024-05-21,Dashboard,43.4,4
USG02376,CUST0189,2024-08-17,API Access,28.1,29
USG02377,CUST0500,2023-04-15,Audit Logs,14.5,47
USG02378,CUST0182,2024-07-13,Analytics,27.5,4
USG02379,CUST0312,2025-12-13,User Management,3.6,6
USG02380,CUST0469,2023-05-06,Audit Logs,70.7,43
USG02381,CUST0230,2024-12-12,Audit Logs,39.8,39
USG02382,CUST0500,2025-10-28,Automation,27.4,66
USG02383,CUST0017,2022-01-17,API Access,4.4,53
USG02384,CUST0183,2024-06-27,Reporting,49.4,50
USG02385,CUST0387,2022-03-25,User Management,27.3,57
USG02386,CUST0026,2025-02-08,Dashboard,7.6,40
USG02387,CUST0197,2022-09-26,Audit Logs,3.4,66
USG02388,CUST0146,2023-06-21,Audit Logs,2.0,70
USG02389,CUST0004,2024-07-06,User Management,7.1,23
USG02390,CUST0075,2024-11-03,Audit Logs,4.1,6
USG02391,CUST0268,2024-09-11,Analytics,26.2,52
USG02392,CUST0238,2023-06-11,Analytics,1.2,36
USG02393,CUST0290,2024-02-26,API Access,23.8,9
USG02394,CUST0205,2025-09-17,Notifications,41.5,58
USG02395,CUST0177,2025-10-05,Reporting,0.5,52
USG02396,CUST0321,2022-09-23,Analytics,42.2,36
USG02397,CUST0329,2022-03-07,Integrations,50.3,44
USG02398,CUST0374,2025-10-31,Notifications,14.1,54
USG02399,CUST0260,2023-04-22,API Access,11.8,50
USG02400,CUST0325,2024-07-31,Automation,10.0,4
USG02401,CUST0173,2022-10-25,Reporting,2.1,22
USG02402,CUST0221,2025-02-24,Analytics,1.5,36
USG02403,CUST0376,2025-03-29,Bulk Import,35.1,39
USG02404,CUST0363,2025-11-12,Reporting,14.2,45
USG02405,CUST0051,2025-05-02,Analytics,12.9,21
USG02406,CUST0375,2024-05-08,Integrations,28.1,69
USG02407,CUST0466,2022-04-30,Bulk Import,2.8,29
USG02408,CUST0379,2022-02-26,API Access,16.1,2
USG02409,CUST0466,2023-02-09,Automation,21.1,66
USG02410,CUST0014,2024-07-01,Automation,3.0,63
USG02411,CUST0210,2023-01-11,Integrations,5.7,63
USG02412,CUST0396,2025-01-11,Reporting,1.9,18
USG02413,CUST0266,2024-03-10,Audit Logs,32.9,58
USG02414,CUST0421,2024-10-28,API Access,1.3,35
USG02415,CUST0050,2024-06-23,Notifications,11.3,16
USG02416,CUST0302,2022-08-27,API Access,17.2,26
USG02417,CUST0410,2025-05-01,Analytics,2.8,60
USG02418,CUST0401,2024-03-18,Reporting,1.8,74
USG02419,CUST0051,2022-12-04,Bulk Import,4.7,36
USG02420,CUST0191,2025-12-29,User Management,0.7,17
USG02421,CUST0337,2022-04-04,Bulk Import,39.2,29
USG02422,CUST0258,2025-02-11,Bulk Import,24.7,60
USG02423,CUST0224,2025-08-03,Automation,8.5,40
USG02424,CUST0047,2024-11-08,API Access,26.8,71
USG02425,CUST0229,2022-01-03,User Management,17.0,47
USG02426,CUST0496,2025-06-17,Integrations,12.6,50
USG02427,CUST0400,2025-10-03,API Access,10.2,41
USG02428,CUST0179,2024-12-02,Analytics,9.5,67
USG02429,CUST0058,2023-12-03,Automation,25.3,17
USG02430,CUST0054,2022-06-28,Automation,24.4,26
USG02431,CUST0381,2023-01-21,Integrations,59.7,39
USG02432,CUST0282,2024-12-01,Reporting,16.5,39
USG02433,CUST0243,2025-02-25,Audit Logs,58.8,19
USG02434,CUST0017,2023-08-31,Integrations,28.6,30
USG02435,CUST0277,2025-04-06,Reporting,15.3,17
USG02436,CUST0072,2024-09-02,Bulk Import,10.1,33
USG02437,CUST0098,2025-12-28,Bulk Import,31.6,21
USG02438,CUST0438,2024-06-06,Reporting,29.5,2
USG02439,CUST0214,2023-10-04,Integrations,20.2,66
USG02440,CUST0347,2022-03-14,Reporting,15.4,49
USG02441,CUST0120,2023-08-09,Analytics,109.3,48
USG02442,CUST0116,2022-05-15,Integrations,36.9,46
USG02443,CUST0316,2023-06-01,User Management,4.4,54
USG02444,CUST0228,2025-06-02,Integrations,23.1,5
USG02445,CUST0329,2023-12-19,User Management,8.2,54
USG02446,CUST0339,2025-07-29,Analytics,27.5,7
USG02447,CUST0395,2024-06-20,Dashboard,10.4,9
USG02448,CUST0262,2025-03-05,API Access,64.1,47
USG02449,CUST0377,2023-12-25,Automation,43.0,68
USG02450,CUST0435,2022-09-22,API Access,26.9,58
USG02451,CUST0432,2025-11-09,Automation,11.1,14
USG02452,CUST0372,2022-05-27,Bulk Import,7.8,52
USG02453,CUST0488,2025-11-10,Reporting,22.8,61
USG02454,CUST0285,2025-01-24,Reporting,12.5,63
USG02455,CUST0230,2024-10-31,Reporting,8.0,76
USG02456,CUST0212,2024-12-18,Analytics,2.7,78
USG02457,CUST0163,2024-11-27,User Management,1.1,60
USG02458,CUST0052,2024-01-16,Notifications,1.5,52
USG02459,CUST0482,2022-12-29,Reporting,0.2,7
USG02460,CUST0267,2023-06-14,Notifications,22.1,9
USG02461,CUST0213,2023-08-20,Dashboard,10.3,43
USG02462,CUST0358,2024-11-22,API Access,29.3,5
USG02463,CUST0241,2023-02-01,Notifications,45.8,70
USG02464,CUST0410,2022-05-10,User Management,9.9,27
USG02465,CUST0469,2022-04-21,Integrations,28.1,59
USG02466,CUST0001,2022-12-22,Automation,11.5,65
USG02467,CUST0155,2025-08-21,Analytics,2.7,31
USG02468,CUST0085,2023-07-18,Notifications,0.1,12
USG02469,CUST0462,2024-03-17,Dashboard,24.8,53
USG02470,CUST0370,2025-12-08,Integrations,113.6,17
USG02471,CUST0315,2025-04-19,Integrations,40.5,50
USG02472,CUST0105,2022-07-12,Automation,6.1,14
USG02473,CUST0197,2024-11-09,Notifications,10.3,4
USG02474,CUST0114,2025-04-27,Bulk Import,9.0,17
USG02475,CUST0493,2022-08-13,Reporting,14.4,26
USG02476,CUST0091,2024-03-11,Bulk Import,14.1,25
USG02477,CUST0288,2022-05-22,Automation,24.3,65
USG02478,CUST0148,2024-05-27,Automation,12.4,37
USG02479,CUST0346,2024-12-07,Bulk Import,41.7,39
USG02480,CUST0257,2025-06-23,Reporting,16.8,64
USG02481,CUST0416,2023-03-20,Automation,15.1,63
USG02482,CUST0114,2022-09-24,Bulk Import,13.2,29
USG02483,CUST0489,2025-12-11,Notifications,6.9,12
USG02484,CUST0196,2024-12-21,Notifications,0.9,41
USG02485,CUST0226,2023-07-31,Dashboard,28.7,43
USG02486,CUST0077,2024-09-22,API Access,7.8,24
USG02487,CUST0232,2022-08-19,Automation,9.8,80
USG02488,CUST0028,2024-09-03,Dashboard,28.7,21
USG02489,CUST0125,2023-09-06,Audit Logs,17.1,16
USG02490,CUST0221,2022-08-04,Dashboard,21.1,13
USG02491,CUST0369,2025-02-02,Notifications,13.0,54
USG02492,CUST0387,2023-12-31,Automation,21.0,2
USG02493,CUST0001,2023-10-04,User Management,7.5,78
USG02494,CUST0224,2024-10-13,API Access,4.7,28
USG02495,CUST0352,2022-12-07,Analytics,34.0,74
USG02496,CUST0329,2023-02-16,Notifications,2.9,40
USG02497,CUST0219,2024-09-02,Reporting,3.2,21
USG02498,CUST0298,2025-04-26,API Access,49.4,38
USG02499,CUST0022,2025-07-28,Automation,9.7,21
USG02500,CUST0398,2022-04-06,Dashboard,15.6,19
USG02501,CUST0489,2024-11-12,API Access,4.8,40
USG02502,CUST0152,2022-04-15,Integrations,16.6,3
USG02503,CUST0399,2025-03-25,API Access,4.8,78
USG02504,CUST0369,2024-06-10,User Management,0.6,27
USG02505,CUST0487,2024-10-08,User Management,14.6,51
USG02506,CUST0273,2025-02-14,Integrations,10.1,29
USG02507,CUST0371,2024-02-18,Audit Logs,2.4,51
USG02508,CUST0054,2023-11-09,Audit Logs,17.9,32
USG02509,CUST0086,2022-02-17,User Management,19.8,63
USG02510,CUST0482,2022-02-22,API Access,0.7,42
USG02511,CUST0206,2023-11-14,Audit Logs,5.7,2
USG02512,CUST0319,2022-05-05,Automation,49.0,54
USG02513,CUST0001,2022-11-27,Notifications,68.5,50
USG02514,CUST0058,2025-09-07,API Access,0.7,77
USG02515,CUST0077,2022-08-03,Audit Logs,17.8,32
USG02516,CUST0342,2025-02-12,Reporting,11.1,34
USG02517,CUST0004,2025-06-13,Bulk Import,13.4,61
USG02518,CUST0458,2024-01-15,Automation,1.4,16
USG02519,CUST0282,2023-08-18,API Access,52.0,9
USG02520,CUST0328,2023-03-16,Automation,21.1,76
USG02521,CUST0413,2024-11-30,Bulk Import,4.8,60
USG02522,CUST0455,2022-03-25,Audit Logs,10.9,14
USG02523,CUST0296,2025-02-04,Bulk Import,9.7,18
USG02524,CUST0186,2025-11-08,Notifications,23.6,63
USG02525,CUST0402,2025-04-18,Bulk Import,14.2,24
USG02526,CUST0001,2025-11-05,Automation,1.0,57
USG02527,CUST0265,2023-12-12,Notifications,31.8,53
USG02528,CUST0264,2022-07-12,Analytics,6.9,71
USG02529,CUST0198,2023-02-07,Dashboard,0.7,80
USG02530,CUST0162,2022-11-26,Integrations,0.4,38
USG02531,CUST0314,2022-02-14,Analytics,18.9,63
USG02532,CUST0133,2024-10-23,Automation,9.7,11
USG02533,CUST0471,2023-09-18,Reporting,23.1,4
USG02534,CUST0142,2024-10-27,Integrations,16.3,26
USG02535,CUST0121,2024-11-12,Dashboard,3.5,40
USG02536,CUST0170,2025-09-02,Integrations,32.2,72
USG02537,CUST0043,2022-06-02,API Access,2.0,21
USG02538,CUST0132,2024-06-01,API Access,18.5,68
USG02539,CUST0067,2024-06-23,Notifications,3.5,24
USG02540,CUST0267,2024-12-23,Automation,9.9,54
USG02541,CUST0415,2022-09-19,Automation,0.3,29
USG02542,CUST0114,2023-11-02,Integrations,10.0,6
USG02543,CUST0054,2022-07-01,Bulk Import,18.3,24
USG02544,CUST0388,2023-05-16,Dashboard,11.8,68
USG02545,CUST0412,2025-02-23,Dashboard,49.0,10
USG02546,CUST0496,2022-12-07,Reporting,2.6,26
USG02547,CUST0155,2025-10-29,Analytics,7.8,17
USG02548,CUST0432,2022-07-14,Dashboard,1.5,57
USG02549,CUST0231,2023-07-13,API Access,3.5,7
USG02550,CUST0126,2025-12-12,Dashboard,0.6,74
USG02551,CUST0062,2025-05-29,Notifications,2.2,65
USG02552,CUST0020,2024-01-31,Reporting,1.6,9
USG02553,CUST0278,2023-10-24,Dashboard,19.6,39
USG02554,CUST0082,2022-11-27,API Access,1.1,10
USG02555,CUST0087,2022-12-08,Bulk Import,10.9,43
USG02556,CUST0047,2024-12-03,Integrations,9.1,6
USG02557,CUST0156,2022-04-23,Audit Logs,11.9,72
USG02558,CUST0005,2025-06-16,Audit Logs,1.8,78
USG02559,CUST0438,2024-10-06,Reporting,16.5,5
USG02560,CUST0220,2022-08-15,User Management,2.3,49
USG02561,CUST0097,2024-10-24,Reporting,27.9,41
USG02562,CUST0162,2022-05-12,Dashboard,15.0,72
USG02563,CUST0179,2023-08-29,Bulk Import,23.1,44
USG02564,CUST0406,2022-05-14,Integrations,11.3,30
USG02565,CUST0447,2023-01-14,User Management,46.3,61
USG02566,CUST0486,2025-06-18,Dashboard,7.9,30
USG02567,CUST0068,2025-09-14,User Management,11.6,2
USG02568,CUST0235,2025-03-28,Reporting,40.4,71
USG02569,CUST0154,2024-05-13,Automation,45.2,49
USG02570,CUST0405,2023-07-08,Dashboard,76.3,48
USG02571,CUST0413,2023-11-09,Bulk Import,14.5,13
USG02572,CUST0423,2023-12-19,Notifications,11.6,61
USG02573,CUST0476,2024-06-25,Notifications,8.1,55
USG02574,CUST0496,2024-06-06,Integrations,77.4,60
USG02575,CUST0055,2025-12-24,Analytics,2.0,5
USG02576,CUST0226,2022-03-09,Automation,0.4,27
USG02577,CUST0393,2023-12-16,Automation,14.9,68
USG02578,CUST0112,2024-10-22,Reporting,7.0,60
USG02579,CUST0418,2022-01-20,Notifications,48.1,72
USG02580,CUST0302,2022-08-27,Analytics,16.7,8
USG02581,CUST0257,2023-10-13,Automation,5.4,60
USG02582,CUST0255,2022-05-05,Notifications,6.4,68
USG02583,CUST0078,2023-09-05,User Management,4.9,76
USG02584,CUST0209,2024-04-21,Audit Logs,3.3,52
USG02585,CUST0134,2023-03-20,Audit Logs,40.4,13
USG02586,CUST0464,2025-11-27,Bulk Import,2.0,30
USG02587,CUST0417,2023-04-23,Automation,5.9,79
USG02588,CUST0016,2022-06-12,API Access,44.6,24
USG02589,CUST0455,2025-06-18,Integrations,11.2,61
USG02590,CUST0492,2024-07-18,Reporting,3.8,69
USG02591,CUST0488,2025-08-18,Analytics,2.2,51
USG02592,CUST0017,2022-06-15,Automation,2.0,32
USG02593,CUST0258,2025-10-10,Notifications,12.5,9
USG02594,CUST0229,2025-01-12,Notifications,19.3,60
USG02595,CUST0045,2024-12-10,Audit Logs,3.3,31
USG02596,CUST0046,2022-04-28,Notifications,54.6,19
USG02597,CUST0254,2025-02-09,User Management,0.9,7
USG02598,CUST0481,2022-01-11,Analytics,52.0,43
USG02599,CUST0019,2023-07-11,Analytics,22.0,51
USG02600,CUST0003,2022-01-04,Analytics,13.1,4
USG02601,CUST0414,2023-01-09,API Access,24.3,21
USG02602,CUST0312,2024-12-02,Audit Logs,10.9,59
USG02603,CUST0007,2023-06-24,Dashboard,10.5,2
USG02604,CUST0209,2022-08-24,Audit Logs,0.5,35
USG02605,CUST0258,2024-04-20,Reporting,12.3,18
USG02606,CUST0153,2024-10-17,Audit Logs,18.0,30
USG02607,CUST0023,2022-01-31,API Access,41.6,25
USG02608,CUST0173,2022-08-26,Audit Logs,3.1,16
USG02609,CUST0293,2024-12-15,Analytics,6.0,3
USG02610,CUST0204,2024-02-03,API Access,0.8,27
USG02611,CUST0066,2024-07-10,User Management,22.2,63
USG02612,CUST0092,2023-12-07,Analytics,8.0,28
USG02613,CUST0256,2022-07-22,API Access,61.0,4
USG02614,CUST0008,2023-06-10,Bulk Import,13.0,66
USG02615,CUST0115,2025-01-06,Integrations,31.5,11
USG02616,CUST0111,2022-10-23,Reporting,43.4,19
USG02617,CUST0316,2022-12-22,Dashboard,11.9,55
USG02618,CUST0071,2025-03-18,API Access,22.4,64
USG02619,CUST0244,2024-08-05,Reporting,23.6,65
USG02620,CUST0337,2025-05-13,Notifications,2.7,3
USG02621,CUST0237,2024-06-12,Audit Logs,11.3,55
USG02622,CUST0266,2024-11-20,Notifications,29.2,75
USG02623,CUST0207,2025-11-27,Integrations,34.3,27
USG02624,CUST0091,2023-12-11,Reporting,2.1,72
USG02625,CUST0060,2024-10-07,Bulk Import,4.0,30
USG02626,CUST0256,2024-07-28,Reporting,42.6,8
USG02627,CUST0470,2023-02-08,Analytics,10.0,15
USG02628,CUST0377,2024-04-18,API Access,12.7,65
USG02629,CUST0068,2024-11-10,Automation,29.3,49
USG02630,CUST0470,2024-05-12,Reporting,18.9,58
USG02631,CUST0060,2023-12-29,API Access,21.0,58
USG02632,CUST0267,2023-06-28,Audit Logs,3.9,15
USG02633,CUST0232,2024-09-07,Bulk Import,3.1,54
USG02634,CUST0211,2022-04-30,Bulk Import,56.5,35
USG02635,CUST0407,2023-07-14,User Management,4.2,8
USG02636,CUST0142,2024-11-25,Bulk Import,7.3,41
USG02637,CUST0471,2022-06-23,Dashboard,12.9,58
USG02638,CUST0084,2023-10-05,Analytics,8.5,32
USG02639,CUST0245,2025-04-06,Dashboard,33.3,65
USG02640,CUST0054,2024-05-18,Bulk Import,4.1,8
USG02641,CUST0007,2023-02-22,Bulk Import,23.8,51
USG02642,CUST0256,2023-08-17,Automation,10.6,14
USG02643,CUST0093,2024-03-17,Audit Logs,15.8,68
USG02644,CUST0482,2025-08-20,Integrations,2.6,74
USG02645,CUST0392,2024-04-14,Reporting,55.1,29
USG02646,CUST0243,2024-12-31,Notifications,11.6,49
USG02647,CUST0031,2023-03-31,Reporting,0.4,80
USG02648,CUST0416,2024-05-26,Integrations,5.4,26
USG02649,CUST0062,2022-09-10,API Access,25.3,14
USG02650,CUST0423,2022-10-13,Analytics,7.4,24
USG02651,CUST0318,2022-08-28,Dashboard,9.3,34
USG02652,CUST0319,2024-06-12,API Access,35.3,47
USG02653,CUST0421,2022-03-08,User Management,3.7,75
USG02654,CUST0067,2022-05-08,Automation,31.4,35
USG02655,CUST0461,2024-07-13,Automation,9.9,47
USG02656,CUST0323,2022-05-31,Integrations,31.2,21
USG02657,CUST0234,2025-02-05,Notifications,10.2,39
USG02658,CUST0057,2023-12-22,Notifications,31.8,18
USG02659,CUST0092,2023-05-23,Reporting,21.4,80
USG02660,CUST0066,2025-04-08,Analytics,13.4,31
USG02661,CUST0231,2025-12-07,Dashboard,3.3,65
USG02662,CUST0121,2024-07-13,Analytics,12.0,23
USG02663,CUST0139,2022-02-03,Notifications,29.9,11
USG02664,CUST0187,2025-08-10,Reporting,4.4,47
USG02665,CUST0020,2025-08-07,Automation,3.8,53
USG02666,CUST0408,2025-04-23,User Management,30.8,37
USG02667,CUST0479,2024-10-09,Bulk Import,4.1,61
USG02668,CUST0376,2023-08-30,Notifications,3.7,38
USG02669,CUST0257,2022-08-23,Audit Logs,42.9,47
USG02670,CUST0217,2024-06-10,Bulk Import,5.3,21
USG02671,CUST0489,2025-11-07,Analytics,0.8,9
USG02672,CUST0391,2022-12-23,Bulk Import,1.8,64
USG02673,CUST0085,2022-07-04,Analytics,72.1,76
USG02674,CUST0464,2023-08-11,User Management,6.7,72
USG02675,CUST0148,2024-02-15,Automation,50.7,23
USG02676,CUST0217,2022-03-24,Dashboard,6.7,75
USG02677,CUST0066,2024-01-31,API Access,50.5,35
USG02678,CUST0489,2024-08-19,Reporting,3.3,5
USG02679,CUST0342,2022-06-30,Analytics,14.6,69
USG02680,CUST0031,2025-02-22,Integrations,5.7,32
USG02681,CUST0489,2025-05-14,Notifications,18.3,51
USG02682,CUST0083,2023-10-18,Automation,2.4,80
USG02683,CUST0446,2025-01-03,Automation,15.5,71
USG02684,CUST0375,2023-11-29,Audit Logs,15.3,47
USG02685,CUST0396,2023-09-08,Reporting,15.8,40
USG02686,CUST0402,2023-07-19,Analytics,31.5,15
USG02687,CUST0051,2024-12-19,Bulk Import,0.1,30
USG02688,CUST0126,2024-04-01,Notifications,0.8,3
USG02689,CUST0328,2024-05-15,Audit Logs,4.4,34
USG02690,CUST0382,2024-11-12,Reporting,0.5,51
USG02691,CUST0194,2022-01-10,Notifications,3.3,72
USG02692,CUST0294,2025-02-22,Integrations,2.6,9
USG02693,CUST0313,2023-09-21,Dashboard,7.6,50
USG02694,CUST0226,2024-11-05,API Access,83.2,79
USG02695,CUST0014,2022-08-18,Notifications,7.7,22
USG02696,CUST0256,2022-05-06,Dashboard,1.3,47
USG02697,CUST0282,2023-08-23,Audit Logs,19.7,42
USG02698,CUST0348,2022-08-24,User Management,1.8,61
USG02699,CUST0421,2022-02-18,Reporting,32.9,47
USG02700,CUST0189,2024-12-02,Notifications,16.4,18
USG02701,CUST0040,2023-05-04,Audit Logs,3.3,16
USG02702,CUST0376,2023-05-09,Bulk Import,20.1,11
USG02703,CUST0031,2024-10-01,User Management,39.9,6
USG02704,CUST0044,2024-10-12,User Management,4.6,19
USG02705,CUST0303,2025-01-03,User Management,4.3,29
USG02706,CUST0038,2024-02-27,Dashboard,56.7,28
USG02707,CUST0248,2024-08-28,Integrations,16.2,36
USG02708,CUST0371,2023-08-09,Notifications,3.4,18
USG02709,CUST0119,2024-05-17,User Management,48.4,20
USG02710,CUST0396,2023-05-22,Automation,4.5,31
USG02711,CUST0120,2024-02-15,Dashboard,26.7,28
USG02712,CUST0141,2022-11-04,Notifications,7.2,13
USG02713,CUST0392,2023-12-26,Bulk Import,4.3,35
USG02714,CUST0053,2022-05-27,Notifications,4.4,80
USG02715,CUST0245,2024-11-04,Reporting,23.6,66
USG02716,CUST0162,2025-03-22,Integrations,6.1,19
USG02717,CUST0222,2022-12-16,Audit Logs,10.4,29
USG02718,CUST0277,2025-05-18,Notifications,8.3,18
USG02719,CUST0402,2024-11-06,Automation,2.9,80
USG02720,CUST0174,2024-09-30,User Management,17.3,5
USG02721,CUST0252,2025-05-26,Integrations,17.0,53
USG02722,CUST0343,2024-12-28,API Access,31.9,36
USG02723,CUST0418,2023-12-05,User Management,26.5,77
USG02724,CUST0244,2023-07-14,User Management,2.7,77
USG02725,CUST0369,2024-08-06,Automation,12.1,55
USG02726,CUST0437,2022-12-02,Automation,4.1,33
USG02727,CUST0416,2023-02-20,Notifications,20.1,48
USG02728,CUST0486,2024-07-05,Automation,12.2,44
USG02729,CUST0071,2025-05-01,Automation,69.0,10
USG02730,CUST0082,2024-03-08,API Access,4.4,19
USG02731,CUST0310,2024-05-10,User Management,7.7,49
USG02732,CUST0084,2025-06-14,Analytics,10.6,46
USG02733,CUST0281,2022-03-13,API Access,11.7,62
USG02734,CUST0072,2025-06-28,Reporting,19.0,29
USG02735,CUST0375,2023-04-09,Automation,8.2,22
USG02736,CUST0190,2025-08-31,API Access,7.4,16
USG02737,CUST0163,2025-02-02,User Management,2.2,8
USG02738,CUST0101,2023-05-13,User Management,1.6,30
USG02739,CUST0342,2025-09-17,Integrations,0.4,17
USG02740,CUST0104,2022-06-20,Notifications,4.7,70
USG02741,CUST0498,2022-09-16,Analytics,26.8,6
USG02742,CUST0448,2024-03-23,Bulk Import,9.0,72
USG02743,CUST0086,2025-08-09,Analytics,9.8,1
USG02744,CUST0160,2022-02-03,Audit Logs,17.5,53
USG02745,CUST0237,2025-01-18,Bulk Import,9.4,30
USG02746,CUST0395,2025-06-04,Bulk Import,34.8,41
USG02747,CUST0438,2025-02-22,Reporting,15.5,80
USG02748,CUST0449,2023-11-11,Audit Logs,27.4,11
USG02749,CUST0068,2022-02-06,Integrations,17.3,68
USG02750,CUST0240,2025-08-23,Automation,13.4,25
USG02751,CUST0248,2025-03-10,Automation,2.8,57
USG02752,CUST0291,2022-09-21,Audit Logs,22.8,78
USG02753,CUST0229,2024-10-22,Analytics,3.8,17
USG02754,CUST0044,2022-06-17,Automation,23.3,2
USG02755,CUST0293,2023-10-24,Automation,4.1,31
USG02756,CUST0476,2024-03-13,Audit Logs,1.3,13
USG02757,CUST0039,2024-02-12,Analytics,6.7,15
USG02758,CUST0474,2023-11-26,Reporting,94.2,50
USG02759,CUST0231,2025-12-08,User Management,46.5,43
USG02760,CUST0479,2022-10-29,Automation,17.5,48
USG02761,CUST0401,2025-05-03,Notifications,14.8,56
USG02762,CUST0464,2022-04-17,Bulk Import,0.3,37
USG02763,CUST0353,2023-02-12,Integrations,3.1,6
USG02764,CUST0150,2024-12-17,Bulk Import,26.6,69
USG02765,CUST0240,2025-09-13,Automation,43.9,11
USG02766,CUST0160,2023-07-02,Audit Logs,11.1,16
USG02767,CUST0338,2022-02-13,API Access,4.3,67
USG02768,CUST0414,2025-09-13,Audit Logs,4.5,21
USG02769,CUST0492,2022-01-17,User Management,37.2,35
USG02770,CUST0122,2022-10-24,Automation,24.1,16
USG02771,CUST0336,2022-06-24,Dashboard,19.6,80
USG02772,CUST0373,2022-10-31,Bulk Import,17.6,27
USG02773,CUST0108,2022-12-18,Reporting,2.4,13
USG02774,CUST0027,2024-01-12,Reporting,0.1,54
USG02775,CUST0463,2025-05-12,Notifications,29.7,39
USG02776,CUST0438,2025-10-17,Dashboard,6.0,20
USG02777,CUST0091,2025-04-06,Notifications,20.1,59
USG02778,CUST0273,2024-04-10,Analytics,20.0,31
USG02779,CUST0079,2022-03-09,Dashboard,16.6,40
USG02780,CUST0259,2022-06-07,Audit Logs,23.4,36
USG02781,CUST0109,2023-03-16,Analytics,7.1,31
USG02782,CUST0127,2022-06-12,User Management,39.5,62
USG02783,CUST0195,2023-01-01,API Access,0.2,49
USG02784,CUST0243,2023-02-06,Automation,30.8,59
USG02785,CUST0378,2024-02-02,Dashboard,15.7,35
USG02786,CUST0374,2023-06-16,Bulk Import,4.5,64
USG02787,CUST0410,2025-09-25,User Management,24.7,28
USG02788,CUST0490,2022-01-19,Reporting,9.1,56
USG02789,CUST0112,2024-08-29,Analytics,4.6,4
USG02790,CUST0400,2023-02-14,Notifications,3.2,41
USG02791,CUST0376,2025-01-21,User Management,13.6,52
USG02792,CUST0164,2022-09-01,Notifications,31.3,14
USG02793,CUST0258,2024-11-17,Audit Logs,14.7,14
USG02794,CUST0004,2025-03-11,API Access,31.2,72
USG02795,CUST0408,2022-12-21,Automation,48.5,30
USG02796,CUST0061,2023-11-21,Bulk Import,10.1,28
USG02797,CUST0218,2022-10-18,Integrations,4.7,38
USG02798,CUST0376,2022-09-26,Integrations,9.7,10
USG02799,CUST0012,2023-06-14,User Management,55.0,19
USG02800,CUST0154,2022-01-12,API Access,8.6,50
USG02801,CUST0206,2024-06-15,Notifications,9.8,52
USG02802,CUST0084,2025-07-30,Integrations,8.0,16
USG02803,CUST0379,2023-05-03,User Management,3.4,4
USG02804,CUST0421,2023-04-26,Audit Logs,13.8,66
USG02805,CUST0408,2023-02-14,Audit Logs,0.5,13
USG02806,CUST0338,2024-04-23,User Management,8.9,67
USG02807,CUST0008,2022-11-04,Analytics,19.7,72
USG02808,CUST0372,2025-02-19,API Access,2.1,14
USG02809,CUST0346,2024-05-18,Analytics,2.2,36
USG02810,CUST0385,2025-11-02,Analytics,45.7,71
USG02811,CUST0254,2025-11-15,Audit Logs,11.0,55
USG02812,CUST0236,2024-05-26,Audit Logs,3.1,56
USG02813,CUST0289,2025-10-19,Dashboard,3.6,21
USG02814,CUST0370,2024-07-20,User Management,9.5,36
USG02815,CUST0492,2025-01-20,Integrations,7.3,38
USG02816,CUST0232,2024-08-16,Analytics,5.0,38
USG02817,CUST0243,2025-09-30,Bulk Import,106.9,6
USG02818,CUST0035,2023-01-28,Notifications,19.6,66
USG02819,CUST0195,2022-11-23,Bulk Import,1.4,63
USG02820,CUST0102,2023-06-25,Integrations,37.7,6
USG02821,CUST0430,2024-05-09,API Access,4.6,41
USG02822,CUST0120,2025-09-04,Notifications,18.2,44
USG02823,CUST0241,2024-08-31,Integrations,8.5,64
USG02824,CUST0352,2025-02-01,Automation,39.3,7
USG02825,CUST0112,2022-04-11,Automation,0.7,25
USG02826,CUST0160,2024-09-21,Notifications,15.0,3
USG02827,CUST0122,2025-07-28,Reporting,2.5,12
USG02828,CUST0283,2023-02-04,Integrations,5.1,70
USG02829,CUST0242,2025-03-13,Audit Logs,7.4,44
USG02830,CUST0007,2024-05-29,Integrations,12.0,72
