onboarding_id,customer_id,stage,start_date,completion_date,completed,days_to_complete,blocker
ONB0355,CUST0355,Go-Live,2024-03-18,2024-04-27,True,40.0,None
ONB0356,CUST0356,Go-Live,2023-10-31,2023-12-17,True,47.0,None
ONB0357,CUST0357,Go-Live,2025-04-12,2025-06-05,True,54.0,None
ONB0358,CUST0358,Go-Live,2024-08-06,2024-09-17,True,42.0,None
ONB0359,CUST0359,Go-Live,2022-03-24,2022-05-17,True,54.0,None
ONB0360,CUST0360,User Training,2022-12-23,,False,,Integration complexity
ONB0361,CUST0361,Go-Live,2022-10-14,2022-12-09,True,56.0,None
ONB0362,CUST0362,Go-Live,2025-04-15,2025-06-04,True,50.0,None
ONB0363,CUST0363,Go-Live,2022-09-21,2022-11-16,True,56.0,None
ONB0364,CUST0364,Go-Live,2022-03-02,2022-04-23,True,52.0,None
ONB0365,CUST0365,Go-Live,2024-07-02,2024-07-29,True,27.0,None
ONB0366,CUST0366,Go-Live,2024-09-08,2024-09-28,True,20.0,None
ONB0367,CUST0367,Go-Live,2024-12-12,2025-02-03,True,53.0,None
ONB0368,CUST0368,Go-Live,2025-03-04,2025-04-02,True,29.0,None
ONB0369,CUST0369,User Training,2022-03-02,,False,,Scope changes
ONB0370,CUST0370,Account Setup,2023-05-09,,False,,IT approval delay
ONB0371,CUST0371,Go-Live,2022-12-22,2023-01-10,True,19.0,None
ONB0372,CUST0372,Go-Live,2023-01-21,2023-03-02,True,40.0,None
ONB0373,CUST0373,Go-Live,2022-04-26,2022-05-19,True,23.0,None
ONB0374,CUST0374,Go-Live,2023-11-29,2023-12-31,True,32.0,None
ONB0375,CUST0375,Go-Live,2022-10-18,2022-11-05,True,18.0,None
ONB0376,CUST0376,Go-Live,2023-09-11,2023-10-19,True,38.0,None
ONB0377,CUST0377,Go-Live,2025-02-24,2025-04-08,True,43.0,None
ONB0378,CUST0378,Go-Live,2023-08-27,2023-10-19,True,53.0,None
ONB0379,CUST0379,Go-Live,2025-06-06,2025-08-04,True,59.0,None
ONB0380,CUST0380,Go-Live,2022-12-10,2023-01-19,True,40.0,None
ONB0381,CUST0381,Go-Live,2022-05-19,2022-07-15,True,57.0,None
ONB0382,CUST0382,Go-Live,2024-02-15,2024-03-25,True,39.0,None
ONB0383,CUST0383,Go-Live,2023-04-07,2023-05-08,True,31.0,None
ONB0384,CUST0384,Go-Live,2024-02-08,2024-03-07,True,28.0,None
ONB0385,CUST0385,Go-Live,2022-03-05,2022-03-26,True,21.0,None
ONB0386,CUST0386,Go-Live,2025-02-08,2025-03-06,True,26.0,None
ONB0387,CUST0387,Go-Live,2024-03-15,2024-03-29,True,14.0,None
ONB0388,CUST0388,Go-Live,2024-09-10,2024-09-28,True,18.0,None
ONB0389,CUST0389,Integration Config,2023-09-24,,False,,Stakeholder unavailability
ONB0390,CUST0390,Go-Live,2024-01-27,2024-03-17,True,50.0,None
ONB0391,CUST0391,Go-Live,2025-03-01,2025-04-05,True,35.0,None
ONB0392,CUST0392,Go-Live,2024-03-03,2024-03-23,True,20.0,None
ONB0393,CUST0393,Account Setup,2022-06-11,,False,,Resource constraints
ONB0394,CUST0394,Go-Live,2024-07-08,2024-08-29,True,52.0,None
ONB0395,CUST0395,Go-Live,2024-06-10,2024-08-02,True,53.0,None
ONB0396,CUST0396,Go-Live,2024-03-24,2024-04-28,True,35.0,None
ONB0397,CUST0397,Go-Live,2024-12-06,2025-01-09,True,34.0,None
ONB0398,CUST0398,Go-Live,2022-07-26,2022-08-12,True,17.0,None
ONB0399,CUST0399,Go-Live,2025-03-17,2025-05-07,True,51.0,None
ONB0400,CUST0400,Go-Live,2023-11-10,2023-12-23,True,43.0,None
ONB0401,CUST0401,Go-Live,2023-09-13,2023-09-28,True,15.0,None
ONB0402,CUST0402,Go-Live,2024-05-03,2024-05-23,True,20.0,None
ONB0403,CUST0403,Integration Config,2024-11-23,,False,,Stakeholder unavailability
ONB0404,CUST0404,Go-Live,2024-12-09,2025-01-05,True,27.0,None
ONB0405,CUST0405,Go-Live,2024-07-23,2024-08-27,True,35.0,None
ONB0406,CUST0406,Go-Live,2023-05-11,2023-06-16,True,36.0,None
ONB0407,CUST0407,Go-Live,2023-12-07,2024-01-07,True,31.0,None
ONB0408,CUST0408,Go-Live,2023-04-07,2023-04-22,True,15.0,None
ONB0409,CUST0409,Go-Live,2022-09-28,2022-11-10,True,43.0,None
ONB0410,CUST0410,Go-Live,2023-07-18,2023-08-02,True,15.0,None
ONB0411,CUST0411,Go-Live,2024-12-02,2024-12-28,True,26.0,None
ONB0412,CUST0412,Integration Config,2025-06-01,,False,,Stakeholder unavailability
ONB0413,CUST0413,Go-Live,2023-07-22,2023-09-15,True,55.0,None
ONB0414,CUST0414,Go-Live,2023-10-17,2023-10-31,True,14.0,None
ONB0415,CUST0415,Go-Live,2022-03-14,2022-04-06,True,23.0,None
ONB0416,CUST0416,Go-Live,2024-01-05,2024-01-30,True,25.0,None
ONB0417,CUST0417,Go-Live,2023-06-14,2023-08-03,True,50.0,None
ONB0418,CUST0418,Go-Live,2024-05-11,2024-06-15,True,35.0,None
ONB0419,CUST0419,Go-Live,2022-08-30,2022-09-17,True,18.0,None
ONB0420,CUST0420,Go-Live,2024-02-21,2024-03-16,True,24.0,None
ONB0421,CUST0421,Go-Live,2025-03-12,2025-04-09,True,28.0,None
ONB0422,CUST0422,Go-Live,2022-12-29,,False,,Resource constraints
ONB0423,CUST0423,Go-Live,2022-12-12,2023-01-23,True,42.0,None
ONB0424,CUST0424,Go-Live,2024-09-04,2024-10-11,True,37.0,None
ONB0425,CUST0425,Go-Live,2024-12-23,2025-01-29,True,37.0,None
ONB0426,CUST0426,Go-Live,2022-05-14,2022-06-29,True,46.0,None
ONB0427,CUST0427,Go-Live,2024-06-07,2024-06-28,True,21.0,None
ONB0428,CUST0428,Go-Live,2022-09-26,2022-11-15,True,50.0,None
ONB0429,CUST0429,Go-Live,2022-03-18,2022-05-04,True,47.0,None
ONB0430,CUST0430,Go-Live,2022-04-09,2022-05-22,True,43.0,None
ONB0431,CUST0431,Go-Live,2022-11-10,2022-12-31,True,51.0,None
ONB0432,CUST0432,Go-Live,2022-10-08,2022-11-30,True,53.0,None
ONB0433,CUST0433,User Training,2022-08-06,,False,,Resource constraints
ONB0434,CUST0434,Go-Live,2022-11-25,2023-01-23,True,59.0,None
ONB0435,CUST0435,Go-Live,2022-07-02,2022-07-24,True,22.0,None
ONB0436,CUST0436,Go-Live,2023-06-09,,False,,Data quality issues
ONB0437,CUST0437,Go-Live,2022-12-24,2023-01-19,True,26.0,None
ONB0438,CUST0438,Go-Live,2022-12-16,2023-01-31,True,46.0,None
ONB0439,CUST0439,Go-Live,2023-01-10,2023-03-07,True,56.0,None
ONB0440,CUST0440,Go-Live,2022-12-08,2023-01-12,True,35.0,None
ONB0441,CUST0441,Go-Live,2024-06-16,2024-07-27,True,41.0,None
ONB0442,CUST0442,Go-Live,2024-09-26,2024-11-20,True,55.0,None
ONB0443,CUST0443,Go-Live,2024-12-10,,False,,Scope changes
ONB0444,CUST0444,Go-Live,2025-06-20,2025-07-11,True,21.0,None
ONB0445,CUST0445,Go-Live,2025-06-09,2025-07-10,True,31.0,None
ONB0446,CUST0446,Go-Live,2023-11-09,2024-01-01,True,53.0,None
ONB0447,CUST0447,Go-Live,2023-04-27,2023-06-15,True,49.0,None
ONB0448,CUST0448,Go-Live,2022-02-06,2022-03-30,True,52.0,None
ONB0449,CUST0449,Go-Live,2025-06-21,2025-08-19,True,59.0,None
ONB0450,CUST0450,Go-Live,2023-04-02,2023-05-15,True,43.0,None
ONB0451,CUST0451,Go-Live,2024-01-15,2024-02-21,True,37.0,None
ONB0452,CUST0452,Account Setup,2022-08-06,,False,,Data quality issues
ONB0453,CUST0453,Go-Live,2023-01-20,2023-02-16,True,27.0,None
ONB0454,CUST0454,Go-Live,2025-04-20,2025-06-05,True,46.0,None
ONB0455,CUST0455,Go-Live,2022-04-10,2022-05-19,True,39.0,None
ONB0456,CUST0456,Go-Live,2022-09-20,2022-10-05,True,15.0,None
ONB0457,CUST0457,Go-Live,2025-06-01,2025-07-18,True,47.0,None
ONB0458,CUST0458,Go-Live,2025-05-18,2025-07-08,True,51.0,None
ONB0459,CUST0459,Go-Live,2025-02-07,2025-03-09,True,30.0,None
ONB0460,CUST0460,User Training,2022-12-31,,False,,Data quality issues
ONB0461,CUST0461,Go-Live,2024-05-04,2024-06-20,True,47.0,None
ONB0462,CUST0462,Go-Live,2022-04-26,2022-06-16,True,51.0,None
ONB0463,CUST0463,Integration Config,2023-08-28,,False,,Scope changes
ONB0464,CUST0464,Go-Live,2025-02-23,2025-03-10,True,15.0,None
ONB0465,CUST0465,Go-Live,2023-10-03,2023-11-24,True,52.0,None
ONB0466,CUST0466,Go-Live,2024-01-24,2024-02-16,True,23.0,None
ONB0467,CUST0467,Go-Live,2022-06-02,,False,,Data quality issues
ONB0468,CUST0468,User Training,2023-06-07,,False,,Stakeholder unavailability
ONB0469,CUST0469,Data Migration,2025-06-14,,False,,Integration complexity
ONB0470,CUST0470,Go-Live,2023-01-12,2023-02-20,True,39.0,None
ONB0471,CUST0471,Go-Live,2023-12-17,2024-02-05,True,50.0,None
ONB0472,CUST0472,Go-Live,2025-02-23,2025-04-15,True,51.0,None
ONB0473,CUST0473,Go-Live,2025-06-10,2025-06-30,True,20.0,None
ONB0474,CUST0474,Go-Live,2023-08-03,2023-09-23,True,51.0,None
ONB0475,CUST0475,Go-Live,2023-01-30,2023-03-06,True,35.0,None
ONB0476,CUST0476,Integration Config,2023-03-08,,False,,Integration complexity
ONB0477,CUST0477,Go-Live,2024-06-10,2024-07-12,True,32.0,None
ONB0478,CUST0478,Go-Live,2023-05-31,,False,,IT approval delay
ONB0479,CUST0479,Go-Live,2024-04-08,2024-04-25,True,17.0,None
ONB0480,CUST0480,Go-Live,2025-04-14,2025-04-29,True,15.0,None
ONB0481,CUST0481,Go-Live,2023-09-10,2023-10-08,True,28.0,None
ONB0482,CUST0482,Go-Live,2022-10-07,2022-11-23,True,47.0,None
ONB0483,CUST0483,Go-Live,2024-02-04,2024-02-28,True,24.0,None
ONB0484,CUST0484,Go-Live,2025-01-26,2025-03-13,True,46.0,None
ONB0485,CUST0485,Go-Live,2024-11-15,2024-12-15,True,30.0,None
ONB0486,CUST0486,Go-Live,2025-01-29,2025-03-07,True,37.0,None
ONB0487,CUST0487,Go-Live,2025-04-04,2025-04-28,True,24.0,None
ONB0488,CUST0488,Integration Config,2023-02-01,,False,,Resource constraints
ONB0489,CUST0489,Go-Live,2025-03-04,2025-04-06,True,33.0,None
ONB0490,CUST0490,Account Setup,2024-06-12,,False,,Integration complexity
ONB0491,CUST0491,Go-Live,2023-09-18,2023-11-03,True,46.0,None
ONB0492,CUST0492,Go-Live,2022-06-06,2022-07-29,True,53.0,None
ONB0493,CUST0493,Account Setup,2025-04-23,,False,,Integration complexity
ONB0494,CUST0494,Go-Live,2023-04-03,2023-05-22,True,49.0,None
ONB0495,CUST0495,Go-Live,2024-03-23,2024-05-01,True,39.0,None
ONB0496,CUST0496,Go-Live,2025-03-05,2025-04-11,True,37.0,None
ONB0497,CUST0497,Go-Live,2023-04-20,2023-05-09,True,19.0,None
ONB0498,CUST0498,Go-Live,2022-04-06,2022-04-30,True,24.0,None
ONB0499,CUST0499,Go-Live,2023-06-24,2023-08-09,True,46.0,None
ONB0500,CUST0500,Go-Live,2023-04-02,2023-04-30,True,28.0,None
