ticket_id,customer_id,category,priority,status,created_date,resolved_date,resolution_time_hours,satisfaction_score,description
TKT00940,CUST0033,Account Management,High,Resolved,2022-09-24,2022-09-24,15.8,,We need to add 10 more user seats to our plan.
TKT00941,CUST0434,Technical Issue,Medium,Resolved,2024-09-26,2024-09-27,47.3,4.0,Login page throws an error when using SSO.
TKT00942,CUST0357,Feature Request,Medium,Resolved,2024-11-11,2024-11-12,34.0,2.0,Please add a dark mode option to the dashboard.
TKT00943,CUST0363,Account Management,Low,Resolved,2024-12-06,2024-12-12,145.5,,We need to update our billing contact information.
TKT00944,CUST0091,Feature Request,Low,Resolved,2022-12-17,2022-12-20,89.9,5.0,We need custom date range filters in the reports section.
TKT00945,CUST0022,Feature Request,High,Resolved,2025-06-10,2025-06-10,8.0,5.0,Would be great to have a mobile app version.
TKT00946,CUST0159,Technical Issue,Medium,In Progress,2022-11-17,2022-11-18,47.7,4.0,Login page throws an error when using SSO.
TKT00947,CUST0169,Technical Issue,Low,Resolved,2022-06-12,2022-06-15,72.2,3.0,Notifications are not being delivered to our team emails.
TKT00948,CUST0444,Onboarding,Low,Resolved,2022-12-10,2022-12-12,62.5,,We are stuck on the data migration step — need guidance.
TKT00949,CUST0222,Onboarding,Medium,Resolved,2023-08-24,2023-08-24,13.1,5.0,Can someone walk us through connecting our CRM?
TKT00950,CUST0070,Onboarding,High,Resolved,2025-12-09,2025-12-09,16.6,4.0,Our team hasn't received the onboarding training invite.
TKT00951,CUST0379,Onboarding,Critical,Resolved,2023-05-14,2023-05-14,2.0,4.0,Can someone walk us through connecting our CRM?
TKT00952,CUST0426,Feature Request,Medium,Resolved,2022-06-13,2022-06-14,46.3,,Can you add a bulk user import via CSV?
TKT00953,CUST0117,Account Management,Low,Resolved,2025-07-30,2025-08-01,69.6,5.0,We'd like to upgrade from Growth to Enterprise plan.
TKT00954,CUST0176,Onboarding,Low,Resolved,2025-08-24,2025-08-25,33.3,4.0,Can someone walk us through connecting our CRM?
TKT00955,CUST0393,Billing,Low,Resolved,2023-11-09,2023-11-10,39.3,5.0,Can you clarify the pricing for adding more users?
TKT00956,CUST0032,Technical Issue,High,Resolved,2023-03-28,2023-03-29,29.4,2.0,Our data sync stopped working after the last update.
TKT00957,CUST0418,Account Management,Medium,Resolved,2022-02-16,2022-02-16,20.5,,We'd like to upgrade from Growth to Enterprise plan.
TKT00958,CUST0373,Technical Issue,Medium,Escalated,2023-11-23,2023-11-23,19.6,5.0,Our data sync stopped working after the last update.
TKT00959,CUST0408,Onboarding,High,Resolved,2024-07-27,2024-07-27,16.3,,We are stuck on the data migration step — need guidance.
TKT00960,CUST0498,Integration,Medium,In Progress,2022-05-22,2022-05-23,35.8,3.0,We need help setting up the webhook for order updates.
TKT00961,CUST0236,Technical Issue,Medium,Resolved,2023-12-05,2023-12-05,23.2,,Export to CSV is producing empty files.
TKT00962,CUST0475,Feature Request,Medium,Open,2024-06-02,2024-06-03,28.0,,Can you add a bulk user import via CSV?
TKT00963,CUST0320,Account Management,Low,Resolved,2025-11-13,2025-11-15,57.2,3.0,We'd like to upgrade from Growth to Enterprise plan.
TKT00964,CUST0471,Performance,Medium,Resolved,2022-01-22,2022-01-23,34.4,3.0,The platform is very slow during peak hours (9-11am EST).
TKT00965,CUST0135,Feature Request,Medium,Resolved,2025-04-29,2025-05-01,56.2,,Can you add a bulk user import via CSV?
TKT00966,CUST0017,Onboarding,Medium,Resolved,2025-07-26,2025-07-27,30.2,3.0,We are stuck on the data migration step — need guidance.
TKT00967,CUST0368,Billing,Low,Resolved,2023-05-17,2023-05-19,65.5,,I was charged twice this month for my subscription.
TKT00968,CUST0485,Integration,Medium,Resolved,2024-02-09,2024-02-09,22.0,,Our API key stopped working after a password reset.
TKT00969,CUST0320,Billing,Medium,Resolved,2025-01-27,2025-01-29,62.4,,Can you clarify the pricing for adding more users?
TKT00970,CUST0485,Billing,Medium,Resolved,2023-03-24,2023-03-25,26.0,,My invoice doesn't match the amount on my credit card.
TKT00971,CUST0235,Billing,Low,Resolved,2025-09-05,2025-09-07,56.4,,The upgrade price shown in the app is different from what I was charged.
TKT00972,CUST0164,Onboarding,Medium,Resolved,2024-06-02,2024-06-03,34.4,5.0,We need help setting up user roles and permissions.
TKT00973,CUST0152,Feature Request,Critical,Resolved,2023-11-29,2023-11-29,5.0,4.0,Please add a dark mode option to the dashboard.
TKT00974,CUST0176,Feature Request,High,Resolved,2023-05-07,2023-05-07,17.1,5.0,We'd love a Slack integration for real-time alerts.
TKT00975,CUST0154,Integration,Medium,In Progress,2023-08-10,2023-08-11,43.9,5.0,Our API key stopped working after a password reset.
TKT00976,CUST0354,Feature Request,Low,In Progress,2025-09-19,2025-09-22,88.6,,We'd love a Slack integration for real-time alerts.
TKT00977,CUST0458,Performance,High,Resolved,2025-08-14,2025-08-14,23.5,,Reports are taking over 2 minutes to load.
TKT00978,CUST0161,Billing,High,In Progress,2025-06-03,2025-06-03,15.8,,Requesting a refund for unused seats on our plan.
TKT00979,CUST0192,Onboarding,Low,Resolved,2023-08-29,2023-08-30,47.0,,Our team hasn't received the onboarding training invite.
TKT00980,CUST0414,Performance,Low,Resolved,2025-07-15,2025-07-17,51.8,4.0,Dashboard charts lag when we have more than 5 filters active.
TKT00981,CUST0263,Performance,High,Resolved,2022-10-17,2022-10-17,8.6,,Bulk data export is timing out for large datasets.
TKT00982,CUST0124,Technical Issue,Medium,Resolved,2022-07-07,2022-07-09,63.1,3.0,Export to CSV is producing empty files.
TKT00983,CUST0360,Technical Issue,Medium,Resolved,2024-06-12,2024-06-13,27.7,1.0,Notifications are not being delivered to our team emails.
TKT00984,CUST0091,Account Management,Medium,Resolved,2025-02-03,2025-02-04,44.0,5.0,Can we change the primary account admin?
TKT00985,CUST0293,Feature Request,Medium,Resolved,2022-05-06,2022-05-07,36.3,,We need custom date range filters in the reports section.
TKT00986,CUST0130,Billing,Low,Resolved,2025-09-04,2025-09-05,41.0,,Requesting a refund for unused seats on our plan.
TKT00987,CUST0045,Integration,High,Open,2022-06-28,2022-06-28,23.0,3.0,Our API key stopped working after a password reset.
TKT00988,CUST0374,Technical Issue,Low,Resolved,2024-10-25,2024-10-28,75.1,3.0,Our data sync stopped working after the last update.
TKT00989,CUST0352,Integration,Medium,Resolved,2022-12-27,2022-12-28,43.7,4.0,The Salesforce integration is not syncing contacts properly.
TKT00990,CUST0123,Feature Request,High,Resolved,2022-08-26,2022-08-27,30.2,,Can you add a bulk user import via CSV?
TKT00991,CUST0453,Performance,Medium,Resolved,2024-10-26,2024-10-26,18.1,,Reports are taking over 2 minutes to load.
TKT00992,CUST0440,Feature Request,Medium,Resolved,2022-11-30,2022-12-02,52.4,1.0,Would be great to have a mobile app version.
TKT00993,CUST0271,Performance,Low,Resolved,2024-02-17,2024-02-20,72.8,4.0,The platform is very slow during peak hours (9-11am EST).
TKT00994,CUST0423,Integration,Low,Resolved,2025-03-25,2025-03-28,86.6,,Zapier connection keeps timing out.
TKT00995,CUST0112,Technical Issue,Medium,Escalated,2025-02-24,2025-02-25,37.1,3.0,Login page throws an error when using SSO.
TKT00996,CUST0120,Account Management,Medium,Escalated,2025-07-06,2025-07-06,23.9,,We'd like to upgrade from Growth to Enterprise plan.
TKT00997,CUST0365,Performance,Critical,In Progress,2024-09-18,2024-09-18,1.6,3.0,API response times have increased significantly this week.
TKT00998,CUST0048,Integration,Low,In Progress,2024-11-02,2024-11-07,129.8,1.0,Our API key stopped working after a password reset.
TKT00999,CUST0016,Billing,Low,Resolved,2023-02-26,2023-03-01,80.3,,My invoice doesn't match the amount on my credit card.
TKT01000,CUST0410,Feature Request,Medium,Resolved,2024-05-30,2024-05-30,9.1,4.0,Would be great to have a mobile app version.
TKT01001,CUST0201,Feature Request,Low,Open,2024-10-12,2024-10-15,90.7,2.0,Please add a dark mode option to the dashboard.
TKT01002,CUST0335,Onboarding,Low,Resolved,2022-06-04,2022-06-07,83.4,3.0,We are stuck on the data migration step — need guidance.
TKT01003,CUST0428,Technical Issue,Medium,Resolved,2025-08-08,2025-08-09,45.0,,The dashboard is not loading — getting a 504 error.
TKT01004,CUST0456,Performance,High,Resolved,2022-03-05,2022-03-06,36.8,4.0,The platform is very slow during peak hours (9-11am EST).
TKT01005,CUST0205,Account Management,Medium,In Progress,2022-01-28,2022-01-28,21.8,4.0,We need to update our billing contact information.
TKT01006,CUST0496,Onboarding,Medium,Resolved,2025-05-23,2025-05-23,17.8,3.0,Our team hasn't received the onboarding training invite.
TKT01007,CUST0031,Billing,Medium,Resolved,2025-10-27,2025-10-27,20.7,3.0,Can you clarify the pricing for adding more users?
TKT01008,CUST0468,Billing,Low,Resolved,2022-04-10,2022-04-14,102.8,,My invoice doesn't match the amount on my credit card.
TKT01009,CUST0111,Account Management,Low,Resolved,2024-04-11,2024-04-13,48.3,4.0,We'd like to upgrade from Growth to Enterprise plan.
TKT01010,CUST0357,Integration,Medium,Resolved,2025-02-04,2025-02-05,25.1,2.0,Zapier connection keeps timing out.
TKT01011,CUST0308,Performance,Low,In Progress,2025-03-29,2025-03-31,59.5,,Bulk data export is timing out for large datasets.
TKT01012,CUST0430,Performance,Low,Resolved,2024-02-05,2024-02-07,63.6,4.0,Bulk data export is timing out for large datasets.
TKT01013,CUST0446,Billing,Low,In Progress,2022-08-23,2022-08-26,88.4,3.0,My invoice doesn't match the amount on my credit card.
TKT01014,CUST0266,Account Management,Low,Open,2023-04-27,2023-04-29,54.8,3.0,We need to update our billing contact information.
TKT01015,CUST0101,Onboarding,High,Resolved,2025-07-24,2025-07-24,10.0,1.0,We are stuck on the data migration step — need guidance.
TKT01016,CUST0121,Onboarding,Low,Resolved,2024-01-16,2024-01-18,61.4,4.0,We need help setting up user roles and permissions.
TKT01017,CUST0246,Performance,Low,Resolved,2024-03-15,2024-03-16,40.6,3.0,Reports are taking over 2 minutes to load.
TKT01018,CUST0055,Onboarding,Medium,Resolved,2022-12-12,2022-12-13,31.0,3.0,We are stuck on the data migration step — need guidance.
TKT01019,CUST0263,Feature Request,Low,Resolved,2022-07-31,2022-08-01,32.0,4.0,We'd love a Slack integration for real-time alerts.
TKT01020,CUST0092,Integration,Low,Resolved,2023-10-01,2023-10-04,75.2,3.0,The Salesforce integration is not syncing contacts properly.
TKT01021,CUST0196,Billing,Low,Resolved,2024-03-02,2024-03-05,90.1,4.0,I was charged twice this month for my subscription.
TKT01022,CUST0312,Technical Issue,Medium,Resolved,2022-02-15,2022-02-16,39.3,5.0,Export to CSV is producing empty files.
TKT01023,CUST0180,Feature Request,Low,Open,2024-03-26,2024-03-30,96.1,,Would be great to have a mobile app version.
TKT01024,CUST0474,Account Management,High,In Progress,2023-04-20,2023-04-20,20.8,,We'd like to upgrade from Growth to Enterprise plan.
TKT01025,CUST0102,Feature Request,High,In Progress,2025-10-17,2025-10-17,8.0,4.0,Please add a dark mode option to the dashboard.
TKT01026,CUST0182,Performance,Medium,In Progress,2024-05-18,2024-05-18,9.1,,Reports are taking over 2 minutes to load.
TKT01027,CUST0048,Integration,Critical,Escalated,2025-08-10,2025-08-10,12.6,,Zapier connection keeps timing out.
TKT01028,CUST0496,Integration,Medium,Resolved,2025-04-17,2025-04-18,26.9,,Zapier connection keeps timing out.
TKT01029,CUST0334,Account Management,Medium,Resolved,2024-06-30,2024-07-02,60.4,4.0,We need to update our billing contact information.
TKT01030,CUST0189,Performance,High,Resolved,2022-04-24,2022-04-24,22.7,5.0,Dashboard charts lag when we have more than 5 filters active.
TKT01031,CUST0405,Integration,Low,Resolved,2022-03-02,2022-03-07,128.4,1.0,We need help setting up the webhook for order updates.
TKT01032,CUST0465,Feature Request,Low,In Progress,2022-08-21,2022-08-22,29.0,5.0,Please add a dark mode option to the dashboard.
TKT01033,CUST0386,Account Management,High,Resolved,2023-05-08,2023-05-08,8.1,4.0,We need to update our billing contact information.
TKT01034,CUST0447,Performance,Critical,In Progress,2024-08-07,2024-08-07,2.0,2.0,Dashboard charts lag when we have more than 5 filters active.
TKT01035,CUST0170,Performance,Medium,Resolved,2023-11-18,2023-11-19,43.1,,The platform is very slow during peak hours (9-11am EST).
TKT01036,CUST0182,Feature Request,Low,Escalated,2024-03-03,2024-03-05,54.8,3.0,We'd love a Slack integration for real-time alerts.
TKT01037,CUST0385,Performance,Medium,Resolved,2025-11-25,2025-11-26,35.9,4.0,The platform is very slow during peak hours (9-11am EST).
TKT01038,CUST0087,Integration,Low,Resolved,2022-01-25,2022-01-26,32.1,5.0,The Salesforce integration is not syncing contacts properly.
TKT01039,CUST0229,Technical Issue,Low,Resolved,2024-08-02,2024-08-04,65.8,5.0,Export to CSV is producing empty files.
TKT01040,CUST0120,Feature Request,Medium,Resolved,2024-04-18,2024-04-19,36.5,3.0,We need custom date range filters in the reports section.
TKT01041,CUST0375,Integration,Medium,Resolved,2022-07-06,2022-07-07,35.5,3.0,The Salesforce integration is not syncing contacts properly.
TKT01042,CUST0007,Onboarding,Medium,Resolved,2022-07-31,2022-07-31,13.0,4.0,The setup wizard keeps freezing at Step 3.
TKT01043,CUST0488,Billing,Medium,Resolved,2023-05-06,2023-05-06,9.6,,Can you clarify the pricing for adding more users?
TKT01044,CUST0145,Billing,Medium,Open,2023-08-14,2023-08-14,23.9,2.0,Requesting a refund for unused seats on our plan.
TKT01045,CUST0397,Technical Issue,High,Resolved,2025-01-14,2025-01-14,6.4,,Our data sync stopped working after the last update.
TKT01046,CUST0415,Onboarding,Medium,Resolved,2024-04-10,2024-04-11,34.3,5.0,We are stuck on the data migration step — need guidance.
TKT01047,CUST0025,Technical Issue,Medium,Resolved,2023-10-30,2023-10-30,23.1,5.0,Login page throws an error when using SSO.
TKT01048,CUST0043,Feature Request,Medium,In Progress,2022-09-24,2022-09-25,43.3,3.0,Would be great to have a mobile app version.
TKT01049,CUST0492,Onboarding,Critical,In Progress,2025-10-14,2025-10-14,7.2,4.0,We are stuck on the data migration step — need guidance.
TKT01050,CUST0480,Billing,Medium,Resolved,2025-03-27,2025-03-27,20.5,1.0,I was charged twice this month for my subscription.
TKT01051,CUST0206,Feature Request,Low,Open,2025-12-30,2025-12-31,113.2,2.0,We'd love a Slack integration for real-time alerts.
TKT01052,CUST0235,Feature Request,High,Escalated,2022-12-20,2022-12-20,18.1,4.0,Can you add a bulk user import via CSV?
TKT01053,CUST0417,Account Management,Medium,Resolved,2025-01-24,2025-01-25,42.3,5.0,Can we change the primary account admin?
TKT01054,CUST0370,Performance,Medium,Resolved,2023-08-22,2023-08-23,30.4,5.0,Dashboard charts lag when we have more than 5 filters active.
TKT01055,CUST0029,Onboarding,Medium,In Progress,2022-09-05,2022-09-06,33.3,3.0,The setup wizard keeps freezing at Step 3.
TKT01056,CUST0081,Billing,High,Resolved,2025-02-10,2025-02-10,20.2,3.0,My invoice doesn't match the amount on my credit card.
TKT01057,CUST0293,Integration,Low,Resolved,2024-04-17,2024-04-19,71.9,3.0,Zapier connection keeps timing out.
TKT01058,CUST0185,Performance,High,Resolved,2025-01-29,2025-01-29,23.8,5.0,Bulk data export is timing out for large datasets.
TKT01059,CUST0210,Feature Request,Medium,In Progress,2025-10-01,2025-10-02,29.2,5.0,We'd love a Slack integration for real-time alerts.
TKT01060,CUST0097,Performance,Critical,Resolved,2024-08-25,2024-08-25,1.1,5.0,Reports are taking over 2 minutes to load.
TKT01061,CUST0416,Technical Issue,Medium,In Progress,2022-05-05,2022-05-06,29.1,5.0,Login page throws an error when using SSO.
TKT01062,CUST0361,Account Management,Medium,Resolved,2025-04-02,2025-04-03,27.2,,We need to add 10 more user seats to our plan.
TKT01063,CUST0456,Integration,Low,Resolved,2024-10-30,2024-11-01,69.7,,We need help setting up the webhook for order updates.
TKT01064,CUST0156,Integration,Medium,Resolved,2024-04-18,2024-04-19,45.4,,We need help setting up the webhook for order updates.
TKT01065,CUST0437,Onboarding,High,Resolved,2025-10-10,2025-10-10,21.0,4.0,The setup wizard keeps freezing at Step 3.
TKT01066,CUST0219,Onboarding,Medium,Resolved,2025-10-18,2025-10-18,19.0,5.0,Our team hasn't received the onboarding training invite.
TKT01067,CUST0229,Integration,Low,Resolved,2024-09-03,2024-09-05,65.6,,The Salesforce integration is not syncing contacts properly.
TKT01068,CUST0171,Account Management,Low,Resolved,2022-11-02,2022-11-03,28.4,3.0,Please help us set up SSO for our organization.
TKT01069,CUST0116,Billing,Low,Escalated,2024-03-07,2024-03-09,71.8,4.0,My invoice doesn't match the amount on my credit card.
TKT01070,CUST0191,Onboarding,Low,Open,2022-01-21,2022-01-23,68.0,3.0,Can someone walk us through connecting our CRM?
TKT01071,CUST0420,Feature Request,High,Resolved,2022-03-22,2022-03-22,18.1,,We'd love a Slack integration for real-time alerts.
TKT01072,CUST0176,Technical Issue,Medium,Resolved,2023-07-11,2023-07-12,26.6,4.0,The dashboard is not loading — getting a 504 error.
TKT01073,CUST0363,Integration,Low,In Progress,2025-07-20,2025-07-24,104.6,1.0,Our API key stopped working after a password reset.
TKT01074,CUST0451,Technical Issue,Medium,Resolved,2024-04-15,2024-04-16,32.0,,Our data sync stopped working after the last update.
TKT01075,CUST0119,Technical Issue,Critical,Resolved,2022-09-23,2022-09-23,2.0,5.0,Login page throws an error when using SSO.
TKT01076,CUST0485,Account Management,Medium,Resolved,2024-08-11,2024-08-11,21.7,2.0,Please help us set up SSO for our organization.
TKT01077,CUST0096,Feature Request,High,Open,2023-03-02,2023-03-02,4.2,,Can you add a bulk user import via CSV?
TKT01078,CUST0423,Account Management,Medium,Resolved,2022-04-19,2022-04-19,8.3,4.0,Can we change the primary account admin?
TKT01079,CUST0129,Billing,Low,In Progress,2024-07-01,2024-07-02,39.7,,My invoice doesn't match the amount on my credit card.
TKT01080,CUST0101,Performance,Low,Resolved,2025-07-07,2025-07-11,100.3,2.0,API response times have increased significantly this week.
TKT01081,CUST0205,Performance,High,Resolved,2022-06-18,2022-06-18,4.8,5.0,Reports are taking over 2 minutes to load.
TKT01082,CUST0113,Onboarding,Low,Resolved,2024-12-08,2024-12-11,81.7,4.0,We are stuck on the data migration step — need guidance.
TKT01083,CUST0216,Integration,Medium,Resolved,2025-01-11,2025-01-11,8.7,5.0,We need help setting up the webhook for order updates.
TKT01084,CUST0433,Performance,Medium,Resolved,2023-09-12,2023-09-13,37.1,3.0,Bulk data export is timing out for large datasets.
TKT01085,CUST0357,Integration,High,Resolved,2024-08-07,2024-08-08,25.0,,Our API key stopped working after a password reset.
TKT01086,CUST0106,Performance,Low,Resolved,2024-07-11,2024-07-12,38.3,5.0,Dashboard charts lag when we have more than 5 filters active.
TKT01087,CUST0186,Integration,Low,Resolved,2022-09-29,2022-10-03,99.0,1.0,Zapier connection keeps timing out.
TKT01088,CUST0315,Integration,Medium,Resolved,2025-10-18,2025-10-19,34.9,5.0,Zapier connection keeps timing out.
TKT01089,CUST0191,Billing,Low,Escalated,2022-07-13,2022-07-15,66.8,5.0,The upgrade price shown in the app is different from what I was charged.
TKT01090,CUST0409,Feature Request,High,Resolved,2025-10-26,2025-10-26,17.1,,Please add a dark mode option to the dashboard.
TKT01091,CUST0224,Onboarding,High,Resolved,2025-08-22,2025-08-22,13.5,3.0,Can someone walk us through connecting our CRM?
TKT01092,CUST0115,Feature Request,Medium,Resolved,2024-08-22,2024-08-22,11.7,,Would be great to have a mobile app version.
TKT01093,CUST0273,Onboarding,Low,Resolved,2025-02-19,2025-02-23,105.6,1.0,We are stuck on the data migration step — need guidance.
TKT01094,CUST0172,Technical Issue,Medium,Resolved,2024-08-19,2024-08-19,23.2,,Export to CSV is producing empty files.
TKT01095,CUST0389,Onboarding,Low,Resolved,2025-10-18,2025-10-20,55.8,,Can someone walk us through connecting our CRM?
TKT01096,CUST0310,Feature Request,Medium,Resolved,2025-05-06,2025-05-06,19.6,,Would be great to have a mobile app version.
TKT01097,CUST0404,Performance,Low,Resolved,2024-01-12,2024-01-14,55.4,4.0,The platform is very slow during peak hours (9-11am EST).
TKT01098,CUST0030,Integration,Medium,Resolved,2022-03-06,2022-03-06,16.2,1.0,The Salesforce integration is not syncing contacts properly.
TKT01099,CUST0377,Account Management,High,Resolved,2023-02-22,2023-02-22,10.4,5.0,Can we change the primary account admin?
TKT01100,CUST0200,Performance,High,Resolved,2023-02-24,2023-02-25,28.5,2.0,The platform is very slow during peak hours (9-11am EST).
TKT01101,CUST0259,Onboarding,Low,Resolved,2023-03-14,2023-03-16,67.1,,Can someone walk us through connecting our CRM?
TKT01102,CUST0050,Integration,Low,Open,2025-05-20,2025-05-21,24.7,4.0,We need help setting up the webhook for order updates.
TKT01103,CUST0373,Billing,Medium,Resolved,2023-03-02,2023-03-03,47.0,4.0,Requesting a refund for unused seats on our plan.
TKT01104,CUST0387,Onboarding,High,Resolved,2025-02-16,2025-02-16,21.5,3.0,Can someone walk us through connecting our CRM?
TKT01105,CUST0315,Feature Request,Medium,Resolved,2023-07-27,2023-07-27,11.7,3.0,Would be great to have a mobile app version.
TKT01106,CUST0307,Technical Issue,Medium,Resolved,2024-04-29,2024-04-30,31.5,3.0,Notifications are not being delivered to our team emails.
TKT01107,CUST0147,Feature Request,High,In Progress,2023-05-21,2023-05-22,28.4,3.0,Please add a dark mode option to the dashboard.
TKT01108,CUST0406,Technical Issue,Medium,Resolved,2023-04-24,2023-04-25,29.6,3.0,Export to CSV is producing empty files.
TKT01109,CUST0484,Integration,Low,Resolved,2023-11-11,2023-11-13,52.0,3.0,HubSpot integration is duplicating records.
TKT01110,CUST0278,Account Management,High,Resolved,2024-07-09,2024-07-09,18.8,2.0,Please help us set up SSO for our organization.
TKT01111,CUST0418,Feature Request,Medium,Resolved,2025-05-26,2025-05-27,40.8,5.0,Can you add a bulk user import via CSV?
TKT01112,CUST0203,Technical Issue,Medium,Resolved,2022-04-29,2022-04-29,22.4,,Notifications are not being delivered to our team emails.
TKT01113,CUST0425,Performance,Medium,In Progress,2024-03-16,2024-03-18,64.1,2.0,Bulk data export is timing out for large datasets.
TKT01114,CUST0153,Account Management,High,Escalated,2024-01-04,2024-01-04,7.5,4.0,Can we change the primary account admin?
TKT01115,CUST0096,Account Management,Low,Resolved,2023-12-30,2024-01-01,52.0,5.0,Please help us set up SSO for our organization.
TKT01116,CUST0267,Integration,Low,Resolved,2023-11-08,2023-11-11,86.5,4.0,We need help setting up the webhook for order updates.
TKT01117,CUST0464,Feature Request,Medium,Resolved,2022-05-01,2022-05-01,16.5,4.0,Please add a dark mode option to the dashboard.
TKT01118,CUST0377,Integration,Low,In Progress,2022-06-17,2022-06-19,54.7,,The Salesforce integration is not syncing contacts properly.
TKT01119,CUST0023,Account Management,Low,Resolved,2025-03-22,2025-03-25,82.8,4.0,We'd like to upgrade from Growth to Enterprise plan.
TKT01120,CUST0210,Performance,Medium,Resolved,2025-12-08,2025-12-08,10.8,5.0,Reports are taking over 2 minutes to load.
TKT01121,CUST0425,Feature Request,Low,Resolved,2024-12-03,2024-12-07,107.8,,Please add a dark mode option to the dashboard.
TKT01122,CUST0279,Onboarding,Medium,Resolved,2025-09-16,2025-09-17,24.0,,Our team hasn't received the onboarding training invite.
TKT01123,CUST0162,Performance,Low,Open,2022-02-23,2022-02-24,36.0,4.0,The platform is very slow during peak hours (9-11am EST).
TKT01124,CUST0006,Billing,Critical,Resolved,2022-03-05,2022-03-05,2.4,3.0,The upgrade price shown in the app is different from what I was charged.
TKT01125,CUST0278,Billing,High,Resolved,2025-02-18,2025-02-18,5.1,1.0,Can you clarify the pricing for adding more users?
TKT01126,CUST0291,Account Management,Medium,Resolved,2023-01-24,2023-01-25,44.5,5.0,We'd like to upgrade from Growth to Enterprise plan.
TKT01127,CUST0183,Feature Request,Low,In Progress,2022-07-14,2022-07-17,72.4,5.0,Can you add a bulk user import via CSV?
TKT01128,CUST0296,Onboarding,Medium,Resolved,2022-06-16,2022-06-17,44.9,4.0,We are stuck on the data migration step — need guidance.
TKT01129,CUST0275,Billing,Medium,Open,2025-06-03,2025-06-06,73.5,2.0,My invoice doesn't match the amount on my credit card.
TKT01130,CUST0486,Account Management,Medium,Resolved,2024-01-19,2024-01-19,8.7,5.0,We need to add 10 more user seats to our plan.
TKT01131,CUST0043,Technical Issue,Critical,Resolved,2023-03-27,2023-03-27,2.5,,Our data sync stopped working after the last update.
TKT01132,CUST0181,Technical Issue,Critical,Resolved,2022-03-28,2022-03-28,4.9,4.0,The dashboard is not loading — getting a 504 error.
TKT01133,CUST0484,Account Management,Low,Resolved,2025-10-16,2025-10-17,29.3,4.0,We'd like to upgrade from Growth to Enterprise plan.
TKT01134,CUST0179,Onboarding,Low,Resolved,2024-07-08,2024-07-09,42.4,,Can someone walk us through connecting our CRM?
TKT01135,CUST0354,Technical Issue,High,Resolved,2022-09-26,2022-09-26,17.9,3.0,Login page throws an error when using SSO.
TKT01136,CUST0426,Feature Request,High,Resolved,2024-05-29,2024-05-29,9.0,3.0,We'd love a Slack integration for real-time alerts.
TKT01137,CUST0221,Billing,High,In Progress,2022-05-10,2022-05-10,13.9,5.0,My invoice doesn't match the amount on my credit card.
TKT01138,CUST0364,Performance,High,Resolved,2025-10-23,2025-10-23,15.5,3.0,The platform is very slow during peak hours (9-11am EST).
TKT01139,CUST0167,Feature Request,Medium,Resolved,2024-11-06,2024-11-08,62.0,2.0,We'd love a Slack integration for real-time alerts.
TKT01140,CUST0078,Technical Issue,Low,Resolved,2023-08-06,2023-08-09,82.8,4.0,Notifications are not being delivered to our team emails.
TKT01141,CUST0259,Performance,Medium,Resolved,2022-08-04,2022-08-05,41.8,5.0,Dashboard charts lag when we have more than 5 filters active.
TKT01142,CUST0293,Account Management,Medium,Resolved,2025-01-26,2025-01-26,9.9,,We need to add 10 more user seats to our plan.
TKT01143,CUST0046,Billing,Low,Resolved,2022-04-11,2022-04-14,84.7,3.0,Can you clarify the pricing for adding more users?
TKT01144,CUST0403,Feature Request,High,Open,2025-11-12,2025-11-12,21.6,4.0,Please add a dark mode option to the dashboard.
TKT01145,CUST0414,Onboarding,High,Resolved,2025-01-13,2025-01-13,17.4,4.0,We are stuck on the data migration step — need guidance.
TKT01146,CUST0412,Account Management,Medium,Resolved,2023-04-29,2023-04-29,18.9,4.0,We'd like to upgrade from Growth to Enterprise plan.
TKT01147,CUST0181,Billing,High,In Progress,2022-01-24,2022-01-24,15.0,5.0,Requesting a refund for unused seats on our plan.
TKT01148,CUST0467,Integration,Low,Resolved,2022-09-27,2022-10-01,118.2,3.0,We need help setting up the webhook for order updates.
TKT01149,CUST0286,Technical Issue,Medium,Resolved,2025-07-29,2025-07-30,29.9,5.0,The dashboard is not loading — getting a 504 error.
TKT01150,CUST0073,Integration,Critical,Resolved,2022-06-10,2022-06-10,5.0,1.0,Our API key stopped working after a password reset.
TKT01151,CUST0233,Account Management,Critical,Resolved,2024-06-26,2024-06-26,7.4,,Can we change the primary account admin?
TKT01152,CUST0322,Integration,Low,Resolved,2024-04-11,2024-04-14,78.2,5.0,Our API key stopped working after a password reset.
TKT01153,CUST0050,Onboarding,High,Resolved,2023-08-09,2023-08-09,12.9,5.0,Can someone walk us through connecting our CRM?
TKT01154,CUST0151,Performance,Medium,Resolved,2024-11-28,2024-11-29,33.3,2.0,Dashboard charts lag when we have more than 5 filters active.
TKT01155,CUST0413,Onboarding,Critical,Resolved,2022-06-23,2022-06-23,1.8,3.0,We need help setting up user roles and permissions.
TKT01156,CUST0005,Account Management,Low,In Progress,2025-05-07,2025-05-09,61.6,,Please help us set up SSO for our organization.
TKT01157,CUST0305,Performance,Critical,Resolved,2025-10-14,2025-10-14,3.9,3.0,Dashboard charts lag when we have more than 5 filters active.
TKT01158,CUST0081,Account Management,Medium,Resolved,2024-10-02,2024-10-03,40.9,,Can we change the primary account admin?
